year	month	day	symbol	nav
2003	5	24	SWK25	0.66404
2003	5	25	SWK25	0.66404
2003	5	26	SWK25	0.66532
2003	5	27	SWK25	0.66468
2003	5	28	SWK25	0.66596
2003	5	29	SWK25	0.66724
2003	5	30	SWK25	0.66724
2003	5	31	SWK25	0.66724
2003	6	1	SWK25	0.66724
2003	6	2	SWK25	0.66979
2003	6	3	SWK25	0.67299
2003	6	4	SWK25	0.67299
2003	6	5	SWK25	0.67427
2003	6	6	SWK25	0.67427
2003	6	7	SWK25	0.67427
2003	6	8	SWK25	0.67427
2003	6	9	SWK25	0.67491
2003	6	10	SWK25	0.67682
2003	6	11	SWK25	0.67874
2003	6	12	SWK25	0.68002
2003	6	13	SWK25	0.68002
2003	6	14	SWK25	0.68002
2003	6	15	SWK25	0.68002
2003	6	16	SWK25	0.68002
2003	6	17	SWK25	0.68002
2003	6	18	SWK25	0.67874
2003	6	19	SWK25	0.67938
2003	6	20	SWK25	0.67874
2003	6	21	SWK25	0.67938
2003	6	22	SWK25	0.67938
2003	6	25	SWK25	0.67682
2003	6	26	SWK25	0.67619
2003	6	27	SWK25	0.67619
2003	6	28	SWK25	0.67619
2003	6	29	SWK25	0.67619
2003	6	30	SWK25	0.67619
2003	7	1	SWK25	0.67619
2003	7	2	SWK25	0.67682
2003	7	3	SWK25	0.67746
2003	7	4	SWK25	0.67746
2003	7	5	SWK25	0.67746
2003	7	6	SWK25	0.67746
2003	7	7	SWK25	0.68002
2003	7	8	SWK25	0.68194
2003	7	9	SWK25	0.6813
2003	7	10	SWK25	0.68066
2003	7	11	SWK25	0.68194
2003	7	12	SWK25	0.68066
2003	7	13	SWK25	0.68066
2003	7	14	SWK25	0.68322
2003	7	15	SWK25	0.67938
2003	7	16	SWK25	0.68066
2003	7	17	SWK25	0.6781
2003	7	18	SWK25	0.67874
2003	7	19	SWK25	0.6781
2003	7	20	SWK25	0.6781
2003	7	21	SWK25	0.67682
2003	7	22	SWK25	0.67682
2003	7	23	SWK25	0.67746
2003	7	24	SWK25	0.67682
2003	7	25	SWK25	0.6781
2003	7	26	SWK25	0.67682
2003	7	27	SWK25	0.67682
2003	7	28	SWK25	0.67746
2003	7	29	SWK25	0.67682
2003	7	30	SWK25	0.6781
2003	7	31	SWK25	0.67619
2003	8	1	SWK25	0.67619
2003	8	2	SWK25	0.67619
2003	8	3	SWK25	0.67619
2003	8	4	SWK25	0.67619
2003	8	5	SWK25	0.67427
2003	8	6	SWK25	0.67491
2003	8	7	SWK25	0.67619
2003	8	8	SWK25	0.67874
2003	8	9	SWK25	0.67619
2003	8	10	SWK25	0.67619
2003	8	11	SWK25	0.67874
2003	8	12	SWK25	0.68002
2003	8	13	SWK25	0.67874
2003	8	14	SWK25	0.67938
2003	8	15	SWK25	0.67938
2003	8	16	SWK25	0.67938
2003	8	17	SWK25	0.67938
2003	8	18	SWK25	0.68194
2003	8	19	SWK25	0.68322
2003	8	21	SWK25	0.68513
2003	8	22	SWK25	0.68577
2003	8	23	SWK25	0.68513
2003	8	24	SWK25	0.68513
2003	8	25	SWK25	0.68577
2003	8	26	SWK25	0.68641
2003	8	27	SWK25	0.68577
2003	8	28	SWK25	0.68769
2003	8	29	SWK25	0.68769
2003	8	30	SWK25	0.68769
2003	8	31	SWK25	0.68769
2003	9	1	SWK25	0.68577
2003	9	2	SWK25	0.68641
2003	9	3	SWK25	0.68961
2003	9	4	SWK25	0.69089
2003	9	5	SWK25	0.69089
2003	9	6	SWK25	0.69089
2003	9	7	SWK25	0.69089
2003	9	9	SWK25	0.68961
2003	9	10	SWK25	0.68833
2003	9	11	SWK25	0.68769
2003	9	12	SWK25	0.68897
2003	9	13	SWK25	0.68769
2003	9	14	SWK25	0.68769
2003	9	15	SWK25	0.68897
2003	9	16	SWK25	0.69216
2003	9	17	SWK25	0.69216
2003	9	18	SWK25	0.6928
2003	9	19	SWK25	0.69216
2003	9	20	SWK25	0.6928
2003	9	21	SWK25	0.6928
2003	9	22	SWK25	0.69025
2003	9	23	SWK25	0.68961
2003	9	24	SWK25	0.68833
2003	9	25	SWK25	0.68705
2003	9	26	SWK25	0.68769
2003	9	27	SWK25	0.68705
2003	9	28	SWK25	0.68705
2003	9	29	SWK25	0.68833
2003	9	30	SWK25	0.68705
2003	10	1	SWK25	0.68897
2003	10	2	SWK25	0.68833
2003	10	3	SWK25	0.68897
2003	10	4	SWK25	0.68833
2003	10	5	SWK25	0.68833
2003	10	6	SWK25	0.68833
2003	10	7	SWK25	0.68833
2003	10	8	SWK25	0.68769
2003	10	9	SWK25	0.68897
2003	10	10	SWK25	0.69025
2003	10	11	SWK25	0.68897
2003	10	12	SWK25	0.68897
2003	10	13	SWK25	0.69089
2003	10	14	SWK25	0.69025
2003	10	15	SWK25	0.69025
2003	10	16	SWK25	0.69152
2003	10	17	SWK25	0.68961
2003	10	18	SWK25	0.69152
2003	10	19	SWK25	0.69152
2003	10	20	SWK25	0.69089
2003	10	21	SWK25	0.6928
2003	10	22	SWK25	0.69089
2003	10	23	SWK25	0.68897
2003	10	24	SWK25	0.68769
2003	10	25	SWK25	0.68897
2003	10	26	SWK25	0.68897
2003	10	27	SWK25	0.68769
2003	10	28	SWK25	0.69025
2003	10	29	SWK25	0.69089
2003	10	30	SWK25	0.68897
2003	10	31	SWK25	0.68961
2003	11	1	SWK25	0.68897
2003	11	2	SWK25	0.68897
2003	11	3	SWK25	0.69152
2003	11	4	SWK25	0.69216
2003	11	5	SWK25	0.6928
2003	11	6	SWK25	0.69152
2003	11	7	SWK25	0.69089
2003	11	8	SWK25	0.69152
2003	11	9	SWK25	0.69152
2003	11	10	SWK25	0.69025
2003	11	11	SWK25	0.68961
2003	11	12	SWK25	0.68961
2003	11	13	SWK25	0.69089
2003	11	14	SWK25	0.69089
2003	11	15	SWK25	0.69089
2003	11	16	SWK25	0.69089
2003	11	17	SWK25	0.69025
2003	11	18	SWK25	0.68897
2003	11	19	SWK25	0.68897
2003	11	20	SWK25	0.68769
2003	11	21	SWK25	0.68769
2003	11	22	SWK25	0.68769
2003	11	23	SWK25	0.68769
2003	11	24	SWK25	0.68961
2003	11	25	SWK25	0.68961
2003	11	26	SWK25	0.68961
2003	11	27	SWK25	0.68897
2003	11	28	SWK25	0.68833
2003	11	29	SWK25	0.68897
2003	11	30	SWK25	0.68897
2003	12	1	SWK25	0.68897
2003	12	2	SWK25	0.68897
2003	12	3	SWK25	0.68897
2003	12	4	SWK25	0.69025
2003	12	5	SWK25	0.69025
2003	12	6	SWK25	0.69025
2003	12	7	SWK25	0.69025
2003	12	8	SWK25	0.69152
2003	12	9	SWK25	0.68961
2003	12	10	SWK25	0.69025
2003	12	11	SWK25	0.69152
2003	12	12	SWK25	0.69216
2003	12	13	SWK25	0.69152
2003	12	14	SWK25	0.69152
2003	12	15	SWK25	0.69216
2003	12	16	SWK25	0.6928
2003	12	17	SWK25	0.6928
2003	12	18	SWK25	0.69408
2003	12	19	SWK25	0.69408
2003	12	20	SWK25	0.69408
2003	12	21	SWK25	0.69408
2003	12	22	SWK25	0.69472
2003	12	23	SWK25	0.69536
2003	12	24	SWK25	0.696
2003	12	27	SWK25	0.69536
2003	12	28	SWK25	0.69536
2003	12	29	SWK25	0.69664
2003	12	30	SWK25	0.69536
2003	12	31	SWK25	0.69664
2004	1	2	SWK25	0.69664
2004	1	3	SWK25	0.69664
2004	1	4	SWK25	0.69664
2004	1	5	SWK25	0.69664
2004	1	6	SWK25	0.69919
2004	1	7	SWK25	0.70047
2004	1	8	SWK25	0.70239
2004	1	9	SWK25	0.70367
2004	1	10	SWK25	0.70239
2004	1	11	SWK25	0.70239
2004	1	12	SWK25	0.70367
2004	1	13	SWK25	0.70431
2004	1	14	SWK25	0.70495
2004	1	15	SWK25	0.70622
2004	1	16	SWK25	0.7075
2004	1	17	SWK25	0.70622
2004	1	18	SWK25	0.70622
2004	1	19	SWK25	0.70814
2004	1	20	SWK25	0.70814
2004	1	21	SWK25	0.70814
2004	1	22	SWK25	0.70814
2004	1	23	SWK25	0.70878
2004	1	24	SWK25	0.70814
2004	1	25	SWK25	0.70814
2004	1	26	SWK25	0.71006
2004	1	27	SWK25	0.70942
2004	1	28	SWK25	0.70814
2004	1	29	SWK25	0.70559
2004	1	30	SWK25	0.70622
2004	1	31	SWK25	0.70559
2004	2	1	SWK25	0.70559
2004	2	2	SWK25	0.70622
2004	2	3	SWK25	0.70686
2004	2	4	SWK25	0.70559
2004	2	5	SWK25	0.70559
2004	2	6	SWK25	0.7075
2004	2	7	SWK25	0.70559
2004	2	8	SWK25	0.70559
2004	2	9	SWK25	0.70878
2004	2	10	SWK25	0.70942
2004	2	11	SWK25	0.7107
2004	2	12	SWK25	0.7107
2004	2	13	SWK25	0.7107
2004	2	14	SWK25	0.7107
2004	2	15	SWK25	0.7107
2004	2	16	SWK25	0.7107
2004	2	17	SWK25	0.71262
2004	2	18	SWK25	0.71262
2004	2	19	SWK25	0.71262
2004	2	20	SWK25	0.71262
2004	2	21	SWK25	0.71262
2004	2	22	SWK25	0.71262
2004	2	23	SWK25	0.71262
2004	2	25	SWK25	0.71389
2004	2	26	SWK25	0.71517
2004	2	27	SWK25	0.71709
2004	2	28	SWK25	0.71517
2004	2	29	SWK25	0.71517
2004	3	1	SWK25	0.71837
2004	3	2	SWK25	0.71965
2004	3	3	SWK25	0.71901
2004	3	4	SWK25	0.72028
2004	3	5	SWK25	0.7222
2004	3	6	SWK25	0.72028
2004	3	7	SWK25	0.72028
2004	3	8	SWK25	0.72284
2004	3	9	SWK25	0.72284
2004	3	10	SWK25	0.72156
2004	3	11	SWK25	0.71901
2004	3	12	SWK25	0.72028
2004	3	13	SWK25	0.71901
2004	3	14	SWK25	0.71901
2004	3	15	SWK25	0.71837
2004	3	16	SWK25	0.71837
2004	3	17	SWK25	0.72092
2004	3	18	SWK25	0.72092
2004	3	19	SWK25	0.72028
2004	3	20	SWK25	0.72092
2004	3	21	SWK25	0.72092
2004	3	22	SWK25	0.71965
2004	3	23	SWK25	0.71901
2004	3	24	SWK25	0.72092
2004	3	25	SWK25	0.72348
2004	3	26	SWK25	0.72412
2004	3	27	SWK25	0.72348
2004	3	28	SWK25	0.72348
2004	3	29	SWK25	0.72348
2004	3	30	SWK25	0.72412
2004	3	31	SWK25	0.72412
2004	4	1	SWK25	0.72412
2004	4	2	SWK25	0.72412
2004	4	3	SWK25	0.72412
2004	4	4	SWK25	0.72412
2004	4	5	SWK25	0.72604
2004	4	6	SWK25	0.7254
2004	4	7	SWK25	0.72604
2004	4	8	SWK25	0.72604
2004	4	10	SWK25	0.72604
2004	4	11	SWK25	0.72604
2004	4	12	SWK25	0.72732
2004	4	13	SWK25	0.72668
2004	4	14	SWK25	0.72348
2004	4	15	SWK25	0.72284
2004	4	16	SWK25	0.72412
2004	4	17	SWK25	0.72284
2004	4	18	SWK25	0.72284
2004	4	19	SWK25	0.72412
2004	4	21	SWK25	0.72412
2004	4	22	SWK25	0.72348
2004	4	23	SWK25	0.72412
2004	4	24	SWK25	0.72348
2004	4	25	SWK25	0.72348
2004	4	26	SWK25	0.72348
2004	4	27	SWK25	0.7222
2004	4	28	SWK25	0.72092
2004	4	29	SWK25	0.71773
2004	4	30	SWK25	0.71645
2004	5	1	SWK25	0.71773
2004	5	2	SWK25	0.71773
2004	5	3	SWK25	0.71773
2004	5	4	SWK25	0.71709
2004	5	5	SWK25	0.71773
2004	5	6	SWK25	0.71517
2004	5	7	SWK25	0.71262
2004	5	8	SWK25	0.71517
2004	5	9	SWK25	0.71517
2004	5	10	SWK25	0.70878
2004	5	11	SWK25	0.70942
2004	5	12	SWK25	0.70878
2004	5	13	SWK25	0.70814
2004	5	14	SWK25	0.70814
2004	5	15	SWK25	0.70814
2004	5	16	SWK25	0.70814
2004	5	17	SWK25	0.70686
2004	5	18	SWK25	0.70814
2004	5	19	SWK25	0.70878
2004	5	20	SWK25	0.70942
2004	5	21	SWK25	0.71006
2004	5	22	SWK25	0.70942
2004	5	23	SWK25	0.70942
2004	5	24	SWK25	0.7107
2004	5	25	SWK25	0.7107
2004	5	26	SWK25	0.71198
2004	5	27	SWK25	0.71262
2004	5	28	SWK25	0.71198
2004	5	29	SWK25	0.71262
2004	5	30	SWK25	0.71262
2004	5	31	SWK25	0.71134
2004	6	1	SWK25	0.7107
2004	6	2	SWK25	0.7107
2004	6	3	SWK25	0.70942
2004	6	4	SWK25	0.70942
2004	6	5	SWK25	0.70942
2004	6	6	SWK25	0.70942
2004	6	7	SWK25	0.71198
2004	6	8	SWK25	0.71262
2004	6	9	SWK25	0.71262
2004	6	10	SWK25	0.71262
2004	6	11	SWK25	0.71198
2004	6	12	SWK25	0.71262
2004	6	13	SWK25	0.71262
2004	6	14	SWK25	0.71006
2004	6	15	SWK25	0.71198
2004	6	16	SWK25	0.71262
2004	6	17	SWK25	0.71198
2004	6	18	SWK25	0.71262
2004	6	19	SWK25	0.71198
2004	6	20	SWK25	0.71198
2004	6	21	SWK25	0.71325
2004	6	22	SWK25	0.71262
2004	6	25	SWK25	0.71453
2004	6	26	SWK25	0.71262
2004	6	27	SWK25	0.71262
2004	6	28	SWK25	0.71453
2004	6	29	SWK25	0.71453
2004	6	30	SWK25	0.71581
2004	7	1	SWK25	0.71517
2004	7	2	SWK25	0.71453
2004	7	3	SWK25	0.71517
2004	7	4	SWK25	0.71517
2004	7	5	SWK25	0.71517
2004	7	6	SWK25	0.71389
2004	7	7	SWK25	0.71453
2004	7	8	SWK25	0.71325
2004	7	9	SWK25	0.71389
2004	7	10	SWK25	0.71325
2004	7	11	SWK25	0.71325
2004	7	12	SWK25	0.71453
2004	7	13	SWK25	0.71389
2004	7	14	SWK25	0.71325
2004	7	15	SWK25	0.71262
2004	7	16	SWK25	0.71389
2004	7	17	SWK25	0.71262
2004	7	18	SWK25	0.71262
2004	7	19	SWK25	0.71389
2004	7	20	SWK25	0.71453
2004	7	21	SWK25	0.71262
2004	7	22	SWK25	0.71262
2004	7	23	SWK25	0.71262
2004	7	24	SWK25	0.71262
2004	7	25	SWK25	0.71262
2004	7	26	SWK25	0.71198
2004	7	27	SWK25	0.71262
2004	7	28	SWK25	0.71198
2004	7	29	SWK25	0.71389
2004	7	30	SWK25	0.71581
2004	7	31	SWK25	0.71389
2004	8	1	SWK25	0.71389
2004	8	2	SWK25	0.71581
2004	8	3	SWK25	0.71581
2004	8	4	SWK25	0.71581
2004	8	5	SWK25	0.71581
2004	8	6	SWK25	0.71453
2004	8	7	SWK25	0.71581
2004	8	8	SWK25	0.71581
2004	8	9	SWK25	0.71453
2004	8	10	SWK25	0.71581
2004	8	11	SWK25	0.71453
2004	8	12	SWK25	0.71453
2004	8	13	SWK25	0.71389
2004	8	14	SWK25	0.71453
2004	8	15	SWK25	0.71453
2004	8	16	SWK25	0.71453
2004	8	17	SWK25	0.71581
2004	8	18	SWK25	0.71645
2004	8	19	SWK25	0.71645
2004	8	21	SWK25	0.71645
2004	8	22	SWK25	0.71645
2004	8	23	SWK25	0.71837
2004	8	24	SWK25	0.71901
2004	8	25	SWK25	0.72028
2004	8	26	SWK25	0.72028
2004	8	27	SWK25	0.7222
2004	8	28	SWK25	0.72028
2004	8	29	SWK25	0.72028
2004	8	30	SWK25	0.72156
2004	8	31	SWK25	0.72156
2004	9	1	SWK25	0.7222
2004	9	2	SWK25	0.72284
2004	9	3	SWK25	0.72156
2004	9	4	SWK25	0.72284
2004	9	5	SWK25	0.72284
2004	9	6	SWK25	0.7222
2004	9	7	SWK25	0.72284
2004	9	8	SWK25	0.72156
2004	9	9	SWK25	0.72284
2004	9	10	SWK25	0.72348
2004	9	11	SWK25	0.72284
2004	9	12	SWK25	0.72284
2004	9	13	SWK25	0.72412
2004	9	14	SWK25	0.7254
2004	9	15	SWK25	0.7254
2004	9	16	SWK25	0.72604
2004	9	17	SWK25	0.72732
2004	9	18	SWK25	0.72604
2004	9	19	SWK25	0.72604
2004	9	20	SWK25	0.72732
2004	9	21	SWK25	0.72668
2004	9	22	SWK25	0.72668
2004	9	23	SWK25	0.72668
2004	9	24	SWK25	0.72668
2004	9	25	SWK25	0.72668
2004	9	26	SWK25	0.72668
2004	9	27	SWK25	0.72668
2004	9	28	SWK25	0.72668
2004	9	29	SWK25	0.72668
2004	9	30	SWK25	0.72668
2004	10	1	SWK25	0.72795
2004	10	2	SWK25	0.72668
2004	10	3	SWK25	0.72668
2004	10	4	SWK25	0.72987
2004	10	5	SWK25	0.73051
2004	10	6	SWK25	0.73179
2004	10	7	SWK25	0.73115
2004	10	8	SWK25	0.73179
2004	10	9	SWK25	0.73115
2004	10	10	SWK25	0.73115
2004	10	11	SWK25	0.73243
2004	10	12	SWK25	0.73179
2004	10	13	SWK25	0.73051
2004	10	14	SWK25	0.73051
2004	10	15	SWK25	0.72987
2004	10	16	SWK25	0.73051
2004	10	17	SWK25	0.73051
2004	10	18	SWK25	0.73115
2004	10	19	SWK25	0.73115
2004	10	20	SWK25	0.73115
2004	10	21	SWK25	0.73179
2004	10	22	SWK25	0.73115
2004	10	23	SWK25	0.73179
2004	10	24	SWK25	0.73179
2004	10	25	SWK25	0.73179
2004	10	26	SWK25	0.73243
2004	10	27	SWK25	0.73371
2004	10	28	SWK25	0.73371
2004	10	29	SWK25	0.73435
2004	10	30	SWK25	0.73371
2004	10	31	SWK25	0.73371
2004	11	1	SWK25	0.73498
2004	11	2	SWK25	0.73562
2004	11	3	SWK25	0.73626
2004	11	4	SWK25	0.73818
2004	11	5	SWK25	0.73818
2004	11	6	SWK25	0.73818
2004	11	7	SWK25	0.73818
2004	11	8	SWK25	0.73754
2004	11	9	SWK25	0.73946
2004	11	10	SWK25	0.73946
2004	11	11	SWK25	0.74138
2004	11	12	SWK25	0.74329
2004	11	13	SWK25	0.74138
2004	11	14	SWK25	0.74138
2004	11	15	SWK25	0.74393
2004	11	16	SWK25	0.74329
2004	11	17	SWK25	0.74457
2004	11	18	SWK25	0.74393
2004	11	19	SWK25	0.74393
2004	11	20	SWK25	0.74393
2004	11	21	SWK25	0.74393
2004	11	22	SWK25	0.74457
2004	11	23	SWK25	0.74521
2004	11	24	SWK25	0.74649
2004	11	25	SWK25	0.74713
2004	11	26	SWK25	0.74777
2004	11	27	SWK25	0.74713
2004	11	28	SWK25	0.74713
2004	11	29	SWK25	0.74713
2004	11	30	SWK25	0.74713
2004	12	1	SWK25	0.74905
2004	12	2	SWK25	0.74841
2004	12	3	SWK25	0.74905
2004	12	4	SWK25	0.74841
2004	12	5	SWK25	0.74841
2004	12	6	SWK25	0.74968
2004	12	7	SWK25	0.75032
2004	12	8	SWK25	0.74968
2004	12	9	SWK25	0.74905
2004	12	10	SWK25	0.74905
2004	12	11	SWK25	0.74905
2004	12	12	SWK25	0.74905
2004	12	13	SWK25	0.75096
2004	12	14	SWK25	0.75224
2004	12	15	SWK25	0.75352
2004	12	16	SWK25	0.75288
2004	12	17	SWK25	0.75224
2004	12	19	SWK25	0.75288
2004	12	20	SWK25	0.75224
2004	12	21	SWK25	0.75288
2004	12	22	SWK25	0.75288
2004	12	23	SWK25	0.75416
2004	12	24	SWK25	0.7548
2004	12	25	SWK25	0.75416
2004	12	26	SWK25	0.75416
2004	12	27	SWK25	0.75416
2004	12	28	SWK25	0.75352
2004	12	29	SWK25	0.75288
2004	12	30	SWK25	0.75416
2004	12	31	SWK25	0.75416
2005	1	1	SWK25	0.75416
2005	1	2	SWK25	0.75416
2005	1	3	SWK25	0.75544
2005	1	4	SWK25	0.7548
2005	1	5	SWK25	0.75416
2005	1	6	SWK25	0.75416
2005	1	7	SWK25	0.75544
2005	1	8	SWK25	0.75416
2005	1	9	SWK25	0.75416
2005	1	10	SWK25	0.75735
2005	1	11	SWK25	0.75799
2005	1	12	SWK25	0.75735
2005	1	13	SWK25	0.75799
2005	1	14	SWK25	0.75927
2005	1	15	SWK25	0.75799
2005	1	16	SWK25	0.75799
2005	1	17	SWK25	0.76055
2005	1	18	SWK25	0.76055
2005	1	19	SWK25	0.76119
2005	1	20	SWK25	0.75927
2005	1	21	SWK25	0.75671
2005	1	22	SWK25	0.75927
2005	1	23	SWK25	0.75927
2005	1	24	SWK25	0.75927
2005	1	25	SWK25	0.75991
2005	1	26	SWK25	0.76055
2005	1	27	SWK25	0.75927
2005	1	28	SWK25	0.76183
2005	1	29	SWK25	0.75927
2005	1	30	SWK25	0.75927
2005	1	31	SWK25	0.76374
2005	2	1	SWK25	0.76502
2005	2	2	SWK25	0.76566
2005	2	3	SWK25	0.76502
2005	2	4	SWK25	0.7663
2005	2	5	SWK25	0.76502
2005	2	6	SWK25	0.76502
2005	2	7	SWK25	0.76758
2005	2	8	SWK25	0.76822
2005	2	9	SWK25	0.76886
2005	2	10	SWK25	0.7695
2005	2	11	SWK25	0.7695
2005	2	12	SWK25	0.7695
2005	2	13	SWK25	0.7695
2005	2	14	SWK25	0.77014
2005	2	15	SWK25	0.77014
2005	2	16	SWK25	0.7695
2005	2	17	SWK25	0.76886
2005	2	18	SWK25	0.76758
2005	2	19	SWK25	0.76886
2005	2	20	SWK25	0.76886
2005	2	21	SWK25	0.76758
2005	2	22	SWK25	0.76694
2005	2	23	SWK25	0.76694
2005	2	25	SWK25	0.7695
2005	2	26	SWK25	0.76694
2005	2	27	SWK25	0.76694
2005	2	28	SWK25	0.77077
2005	3	1	SWK25	0.77077
2005	3	2	SWK25	0.7695
2005	3	3	SWK25	0.7695
2005	3	4	SWK25	0.77141
2005	3	5	SWK25	0.7695
2005	3	6	SWK25	0.7695
2005	3	7	SWK25	0.77397
2005	3	8	SWK25	0.77269
2005	3	9	SWK25	0.77141
2005	3	10	SWK25	0.77014
2005	3	11	SWK25	0.77014
2005	3	12	SWK25	0.77014
2005	3	13	SWK25	0.77014
2005	3	14	SWK25	0.7695
2005	3	15	SWK25	0.7695
2005	3	16	SWK25	0.76886
2005	3	17	SWK25	0.76758
2005	3	18	SWK25	0.76694
2005	3	19	SWK25	0.76758
2005	3	20	SWK25	0.76758
2005	3	21	SWK25	0.76566
2005	3	22	SWK25	0.7663
2005	3	23	SWK25	0.76502
2005	3	24	SWK25	0.76566
2005	3	26	SWK25	0.76502
2005	3	27	SWK25	0.76502
2005	3	28	SWK25	0.76566
2005	3	29	SWK25	0.76566
2005	3	30	SWK25	0.7663
2005	3	31	SWK25	0.76758
2005	4	1	SWK25	0.7695
2005	4	2	SWK25	0.76758
2005	4	3	SWK25	0.76758
2005	4	4	SWK25	0.7695
2005	4	5	SWK25	0.77014
2005	4	6	SWK25	0.77141
2005	4	7	SWK25	0.77269
2005	4	8	SWK25	0.77269
2005	4	9	SWK25	0.77269
2005	4	10	SWK25	0.77269
2005	4	11	SWK25	0.77269
2005	4	12	SWK25	0.77269
2005	4	13	SWK25	0.77333
2005	4	14	SWK25	0.77205
2005	4	15	SWK25	0.77205
2005	4	16	SWK25	0.77205
2005	4	17	SWK25	0.77205
2005	4	18	SWK25	0.7695
2005	4	19	SWK25	0.77141
2005	4	20	SWK25	0.7695
2005	4	21	SWK25	0.7695
2005	4	22	SWK25	0.77014
2005	4	23	SWK25	0.7695
2005	4	24	SWK25	0.7695
2005	4	25	SWK25	0.77141
