year	month	day	symbol	nav
2003	3	22	SPK50	0.67491
2003	3	23	SPK50	0.67491
2003	3	24	SPK50	0.67427
2003	3	25	SPK50	0.67555
2003	3	26	SPK50	0.67619
2003	3	27	SPK50	0.67682
2003	3	28	SPK50	0.67746
2003	3	29	SPK50	0.67682
2003	3	30	SPK50	0.67682
2003	3	31	SPK50	0.67619
2003	4	1	SPK50	0.67682
2003	4	2	SPK50	0.67874
2003	4	3	SPK50	0.67938
2003	4	4	SPK50	0.6813
2003	4	5	SPK50	0.67938
2003	4	6	SPK50	0.67938
2003	4	7	SPK50	0.68577
2003	4	8	SPK50	0.68577
2003	4	9	SPK50	0.68577
2003	4	10	SPK50	0.68386
2003	4	11	SPK50	0.68386
2003	4	12	SPK50	0.68386
2003	4	13	SPK50	0.68386
2003	4	14	SPK50	0.68577
2003	4	15	SPK50	0.68769
2003	4	16	SPK50	0.68769
2003	4	17	SPK50	0.68705
2003	4	18	SPK50	0.68769
2003	4	19	SPK50	0.68769
2003	4	20	SPK50	0.68769
2003	4	21	SPK50	0.68897
2003	4	22	SPK50	0.68897
2003	4	23	SPK50	0.69025
2003	4	24	SPK50	0.68897
2003	4	25	SPK50	0.68961
2003	4	26	SPK50	0.68897
2003	4	27	SPK50	0.68897
2003	4	28	SPK50	0.68897
2003	4	29	SPK50	0.69089
2003	4	30	SPK50	0.69089
2003	5	1	SPK50	0.69089
2003	5	2	SPK50	0.69152
2003	5	3	SPK50	0.69089
2003	5	4	SPK50	0.69089
2003	5	5	SPK50	0.6928
2003	5	6	SPK50	0.69472
2003	5	7	SPK50	0.69408
2003	5	8	SPK50	0.69216
2003	5	9	SPK50	0.69344
2003	5	10	SPK50	0.69216
2003	5	11	SPK50	0.69216
2003	5	12	SPK50	0.6928
2003	5	13	SPK50	0.69344
2003	5	14	SPK50	0.69408
2003	5	15	SPK50	0.69472
2003	5	16	SPK50	0.69728
2003	5	17	SPK50	0.69472
2003	5	18	SPK50	0.69472
2003	5	19	SPK50	0.69536
2003	5	20	SPK50	0.69472
2003	5	21	SPK50	0.69472
2003	5	22	SPK50	0.69472
2003	5	23	SPK50	0.69536
2003	5	24	SPK50	0.69472
2003	5	25	SPK50	0.69472
2003	5	26	SPK50	0.69472
2003	5	27	SPK50	0.696
2003	5	28	SPK50	0.69472
2003	5	29	SPK50	0.69536
2003	5	30	SPK50	0.69664
2003	5	31	SPK50	0.69536
2003	6	1	SPK50	0.69536
2003	6	2	SPK50	0.69728
2003	6	3	SPK50	0.69792
2003	6	4	SPK50	0.69855
2003	6	5	SPK50	0.69919
2003	6	6	SPK50	0.69919
2003	6	7	SPK50	0.69919
2003	6	8	SPK50	0.69919
2003	6	9	SPK50	0.70111
2003	6	10	SPK50	0.70111
2003	6	11	SPK50	0.70367
2003	6	12	SPK50	0.70431
2003	6	13	SPK50	0.70431
2003	6	14	SPK50	0.70431
2003	6	15	SPK50	0.70431
2003	6	16	SPK50	0.70495
2003	6	17	SPK50	0.70431
2003	6	18	SPK50	0.69983
2003	6	19	SPK50	0.70111
2003	6	20	SPK50	0.69919
2003	6	21	SPK50	0.70111
2003	6	22	SPK50	0.70111
2003	6	23	SPK50	0.70111
2003	6	24	SPK50	0.70111
2003	6	25	SPK50	0.70175
2003	6	26	SPK50	0.69855
2003	6	27	SPK50	0.69792
2003	6	28	SPK50	0.69855
2003	6	29	SPK50	0.69855
2003	6	30	SPK50	0.696
2003	7	1	SPK50	0.69664
2003	7	2	SPK50	0.696
2003	7	3	SPK50	0.69728
2003	7	4	SPK50	0.69792
2003	7	5	SPK50	0.69728
2003	7	6	SPK50	0.69728
2003	7	7	SPK50	0.69983
2003	7	8	SPK50	0.70047
2003	7	9	SPK50	0.70111
2003	7	10	SPK50	0.70239
2003	7	11	SPK50	0.70303
2003	7	12	SPK50	0.70239
2003	7	13	SPK50	0.70239
2003	7	14	SPK50	0.70431
2003	7	15	SPK50	0.70303
2003	7	16	SPK50	0.70047
2003	7	17	SPK50	0.69983
2003	7	18	SPK50	0.70047
2003	7	19	SPK50	0.69983
2003	7	20	SPK50	0.69983
2003	7	21	SPK50	0.69919
2003	7	22	SPK50	0.69792
2003	7	23	SPK50	0.69855
2003	7	24	SPK50	0.69855
2003	7	25	SPK50	0.69919
2003	7	26	SPK50	0.69855
2003	7	27	SPK50	0.69855
2003	7	28	SPK50	0.69919
2003	7	29	SPK50	0.69855
2003	7	30	SPK50	0.69919
2003	7	31	SPK50	0.69983
2003	8	1	SPK50	0.69855
2003	8	2	SPK50	0.69983
2003	8	3	SPK50	0.69983
2003	8	4	SPK50	0.69728
2003	8	5	SPK50	0.69919
2003	8	6	SPK50	0.69664
2003	8	7	SPK50	0.69664
2003	8	8	SPK50	0.69855
2003	8	9	SPK50	0.69664
2003	8	10	SPK50	0.69664
2003	8	11	SPK50	0.69855
2003	8	12	SPK50	0.69855
2003	8	13	SPK50	0.69983
2003	8	14	SPK50	0.69728
2003	8	15	SPK50	0.69855
2003	8	16	SPK50	0.69728
2003	8	17	SPK50	0.69728
2003	8	18	SPK50	0.69919
2003	8	19	SPK50	0.70111
2003	8	20	SPK50	0.69919
2003	8	21	SPK50	0.70495
2003	8	22	SPK50	0.70878
2003	8	23	SPK50	0.70495
2003	8	24	SPK50	0.70495
2003	8	25	SPK50	0.70878
2003	8	26	SPK50	0.7075
2003	8	27	SPK50	0.70878
2003	8	28	SPK50	0.71006
2003	8	29	SPK50	0.7107
2003	8	30	SPK50	0.71006
2003	8	31	SPK50	0.71006
2003	9	1	SPK50	0.71134
2003	9	2	SPK50	0.7107
2003	9	3	SPK50	0.71389
2003	9	4	SPK50	0.71389
2003	9	5	SPK50	0.71262
2003	9	6	SPK50	0.71389
2003	9	7	SPK50	0.71389
2003	9	9	SPK50	0.71262
2003	9	10	SPK50	0.70942
2003	9	11	SPK50	0.7107
2003	9	12	SPK50	0.71006
2003	9	13	SPK50	0.7107
2003	9	14	SPK50	0.7107
2003	9	15	SPK50	0.71198
2003	9	16	SPK50	0.71517
2003	9	17	SPK50	0.71517
2003	9	18	SPK50	0.71453
2003	9	19	SPK50	0.71389
2003	9	20	SPK50	0.71453
2003	9	21	SPK50	0.71453
2003	9	22	SPK50	0.70878
2003	9	23	SPK50	0.70814
2003	9	24	SPK50	0.70686
2003	9	25	SPK50	0.70622
2003	9	26	SPK50	0.70622
2003	9	27	SPK50	0.70622
2003	9	28	SPK50	0.70622
2003	9	29	SPK50	0.70559
2003	9	30	SPK50	0.70239
2003	10	1	SPK50	0.70559
2003	10	2	SPK50	0.7075
2003	10	3	SPK50	0.70942
2003	10	4	SPK50	0.7075
2003	10	5	SPK50	0.7075
2003	10	6	SPK50	0.70878
2003	10	7	SPK50	0.70878
2003	10	8	SPK50	0.70878
2003	10	9	SPK50	0.7107
2003	10	10	SPK50	0.71006
2003	10	11	SPK50	0.7107
2003	10	12	SPK50	0.7107
2003	10	13	SPK50	0.71134
2003	10	14	SPK50	0.71198
2003	10	15	SPK50	0.71198
2003	10	16	SPK50	0.71198
2003	10	17	SPK50	0.71198
2003	10	18	SPK50	0.71198
2003	10	19	SPK50	0.71198
2003	10	20	SPK50	0.71262
2003	10	21	SPK50	0.71325
2003	10	22	SPK50	0.7107
2003	10	23	SPK50	0.70878
2003	10	24	SPK50	0.70814
2003	10	25	SPK50	0.70878
2003	10	26	SPK50	0.70878
2003	10	27	SPK50	0.70814
2003	10	28	SPK50	0.71006
2003	10	29	SPK50	0.71006
2003	10	30	SPK50	0.70814
2003	10	31	SPK50	0.7075
2003	11	1	SPK50	0.70814
2003	11	2	SPK50	0.70814
2003	11	3	SPK50	0.71134
2003	11	4	SPK50	0.71198
2003	11	5	SPK50	0.7107
2003	11	6	SPK50	0.71134
2003	11	7	SPK50	0.71262
2003	11	8	SPK50	0.71134
2003	11	9	SPK50	0.71134
2003	11	10	SPK50	0.71262
2003	11	11	SPK50	0.71006
2003	11	12	SPK50	0.7107
2003	11	13	SPK50	0.71134
2003	11	14	SPK50	0.71134
2003	11	15	SPK50	0.71134
2003	11	16	SPK50	0.71134
2003	11	17	SPK50	0.7075
2003	11	18	SPK50	0.70559
2003	11	19	SPK50	0.70303
2003	11	20	SPK50	0.70239
2003	11	21	SPK50	0.70303
2003	11	22	SPK50	0.70239
2003	11	23	SPK50	0.70239
2003	11	24	SPK50	0.70559
2003	11	25	SPK50	0.70495
2003	11	26	SPK50	0.70303
2003	11	27	SPK50	0.70111
2003	11	28	SPK50	0.69983
2003	11	29	SPK50	0.70111
2003	11	30	SPK50	0.70111
2003	12	1	SPK50	0.70111
2003	12	2	SPK50	0.69664
2003	12	3	SPK50	0.69728
2003	12	4	SPK50	0.69792
2003	12	5	SPK50	0.69855
2003	12	6	SPK50	0.69792
2003	12	7	SPK50	0.69792
2003	12	8	SPK50	0.69855
2003	12	9	SPK50	0.69983
2003	12	10	SPK50	0.69728
2003	12	11	SPK50	0.69919
2003	12	12	SPK50	0.70175
2003	12	13	SPK50	0.69919
2003	12	14	SPK50	0.69919
2003	12	15	SPK50	0.70239
2003	12	16	SPK50	0.70175
2003	12	17	SPK50	0.69983
2003	12	18	SPK50	0.70303
2003	12	19	SPK50	0.70495
2003	12	20	SPK50	0.70303
2003	12	21	SPK50	0.70303
2003	12	22	SPK50	0.70622
2003	12	23	SPK50	0.7075
2003	12	24	SPK50	0.7075
2003	12	25	SPK50	0.7075
2003	12	26	SPK50	0.7075
2003	12	27	SPK50	0.7075
2003	12	28	SPK50	0.7075
2003	12	29	SPK50	0.70814
2003	12	30	SPK50	0.71006
2003	12	31	SPK50	0.70814
2004	1	1	SPK50	0.71006
2004	1	2	SPK50	0.7107
2004	1	3	SPK50	0.70814
2004	1	4	SPK50	0.70814
2004	1	5	SPK50	0.71389
2004	1	6	SPK50	0.71453
2004	1	7	SPK50	0.71453
2004	1	8	SPK50	0.71581
2004	1	9	SPK50	0.71453
2004	1	10	SPK50	0.71581
2004	1	11	SPK50	0.71581
2004	1	12	SPK50	0.71325
2004	1	13	SPK50	0.71325
2004	1	14	SPK50	0.71645
2004	1	15	SPK50	0.71645
2004	1	16	SPK50	0.71901
2004	1	17	SPK50	0.71645
2004	1	18	SPK50	0.71645
2004	1	19	SPK50	0.72092
2004	1	20	SPK50	0.71965
2004	1	21	SPK50	0.71837
2004	1	22	SPK50	0.71901
2004	1	23	SPK50	0.72028
2004	1	24	SPK50	0.71901
2004	1	25	SPK50	0.71901
2004	1	26	SPK50	0.72156
2004	1	27	SPK50	0.72156
2004	1	28	SPK50	0.72156
2004	1	29	SPK50	0.72028
2004	1	30	SPK50	0.72028
2004	1	31	SPK50	0.72028
2004	2	1	SPK50	0.72028
2004	2	2	SPK50	0.72284
2004	2	3	SPK50	0.72348
2004	2	4	SPK50	0.72284
2004	2	5	SPK50	0.72092
2004	2	6	SPK50	0.72092
2004	2	7	SPK50	0.72092
2004	2	8	SPK50	0.72092
2004	2	9	SPK50	0.72348
2004	2	10	SPK50	0.72412
2004	2	11	SPK50	0.7254
2004	2	12	SPK50	0.72604
2004	2	13	SPK50	0.7254
2004	2	14	SPK50	0.72604
2004	2	15	SPK50	0.72604
2004	2	16	SPK50	0.72668
2004	2	17	SPK50	0.72668
2004	2	18	SPK50	0.72604
2004	2	19	SPK50	0.72795
2004	2	20	SPK50	0.72732
2004	2	21	SPK50	0.72795
2004	2	22	SPK50	0.72795
2004	2	23	SPK50	0.72668
2004	2	24	SPK50	0.72732
2004	2	25	SPK50	0.72668
2004	2	26	SPK50	0.72923
2004	2	27	SPK50	0.73307
2004	2	28	SPK50	0.72923
2004	2	29	SPK50	0.72923
2004	3	1	SPK50	0.73498
2004	3	2	SPK50	0.7369
2004	3	3	SPK50	0.73754
2004	3	4	SPK50	0.7401
2004	3	5	SPK50	0.74074
2004	3	6	SPK50	0.7401
2004	3	7	SPK50	0.7401
2004	3	8	SPK50	0.74329
2004	3	9	SPK50	0.74138
2004	3	10	SPK50	0.74074
2004	3	11	SPK50	0.73754
2004	3	12	SPK50	0.73882
2004	3	13	SPK50	0.73754
2004	3	14	SPK50	0.73754
2004	3	15	SPK50	0.7369
2004	3	16	SPK50	0.73626
2004	3	17	SPK50	0.74265
2004	3	18	SPK50	0.74138
2004	3	19	SPK50	0.74138
2004	3	20	SPK50	0.74138
2004	3	21	SPK50	0.74138
2004	3	22	SPK50	0.74074
2004	3	23	SPK50	0.74201
2004	3	24	SPK50	0.74393
2004	3	25	SPK50	0.74968
2004	3	26	SPK50	0.75096
2004	3	27	SPK50	0.74968
2004	3	28	SPK50	0.74968
2004	3	29	SPK50	0.75352
2004	3	30	SPK50	0.75352
2004	3	31	SPK50	0.75352
2004	4	1	SPK50	0.75352
2004	4	2	SPK50	0.75735
2004	4	3	SPK50	0.75352
2004	4	4	SPK50	0.75352
2004	4	5	SPK50	0.76374
2004	4	6	SPK50	0.75991
2004	4	7	SPK50	0.76055
2004	4	8	SPK50	0.76183
2004	4	9	SPK50	0.76055
2004	4	10	SPK50	0.76055
2004	4	11	SPK50	0.76055
2004	4	12	SPK50	0.76247
2004	4	13	SPK50	0.76438
2004	4	14	SPK50	0.76055
2004	4	15	SPK50	0.75863
2004	4	16	SPK50	0.75927
2004	4	17	SPK50	0.75863
2004	4	18	SPK50	0.75863
2004	4	19	SPK50	0.75735
2004	4	20	SPK50	0.75991
2004	4	21	SPK50	0.75927
2004	4	22	SPK50	0.75735
2004	4	23	SPK50	0.75863
2004	4	24	SPK50	0.75735
2004	4	25	SPK50	0.75735
2004	4	26	SPK50	0.75799
2004	4	27	SPK50	0.75863
2004	4	28	SPK50	0.75608
2004	4	29	SPK50	0.75288
2004	4	30	SPK50	0.75096
2004	5	1	SPK50	0.75288
2004	5	2	SPK50	0.75288
2004	5	3	SPK50	0.75032
2004	5	4	SPK50	0.75032
2004	5	5	SPK50	0.74968
2004	5	6	SPK50	0.74649
2004	5	7	SPK50	0.74457
2004	5	8	SPK50	0.74649
2004	5	9	SPK50	0.74649
2004	5	10	SPK50	0.7369
2004	5	11	SPK50	0.7369
2004	5	12	SPK50	0.73626
2004	5	13	SPK50	0.73626
2004	5	14	SPK50	0.73307
2004	5	15	SPK50	0.73626
2004	5	16	SPK50	0.73626
2004	5	17	SPK50	0.72859
2004	5	18	SPK50	0.72987
2004	5	19	SPK50	0.73179
2004	5	20	SPK50	0.74138
2004	5	21	SPK50	0.74074
2004	5	22	SPK50	0.74138
2004	5	23	SPK50	0.74138
2004	5	24	SPK50	0.74329
2004	5	25	SPK50	0.7401
2004	5	26	SPK50	0.74329
2004	5	27	SPK50	0.74329
2004	5	28	SPK50	0.74074
2004	5	29	SPK50	0.74329
2004	5	30	SPK50	0.74329
2004	5	31	SPK50	0.74265
2004	6	1	SPK50	0.73882
2004	6	2	SPK50	0.74074
2004	6	3	SPK50	0.7401
2004	6	4	SPK50	0.7401
2004	6	5	SPK50	0.7401
2004	6	6	SPK50	0.7401
2004	6	7	SPK50	0.74393
2004	6	8	SPK50	0.74457
2004	6	9	SPK50	0.74585
2004	6	10	SPK50	0.74585
2004	6	11	SPK50	0.74521
2004	6	12	SPK50	0.74585
2004	6	13	SPK50	0.74585
2004	6	14	SPK50	0.74074
2004	6	15	SPK50	0.7401
2004	6	16	SPK50	0.74201
2004	6	17	SPK50	0.74457
2004	6	18	SPK50	0.74457
2004	6	19	SPK50	0.74457
2004	6	20	SPK50	0.74457
2004	6	21	SPK50	0.74521
2004	6	22	SPK50	0.74841
2004	6	23	SPK50	0.74521
2004	6	24	SPK50	0.74521
2004	6	25	SPK50	0.74777
2004	6	26	SPK50	0.74841
2004	6	27	SPK50	0.74841
2004	6	28	SPK50	0.74777
2004	6	29	SPK50	0.74841
2004	6	30	SPK50	0.74968
2004	7	1	SPK50	0.75032
2004	7	2	SPK50	0.74841
2004	7	3	SPK50	0.75032
2004	7	4	SPK50	0.75032
2004	7	5	SPK50	0.74905
2004	7	6	SPK50	0.74521
2004	7	7	SPK50	0.74521
2004	7	8	SPK50	0.74521
2004	7	9	SPK50	0.74457
2004	7	10	SPK50	0.74521
2004	7	11	SPK50	0.74521
2004	7	12	SPK50	0.74457
2004	7	13	SPK50	0.74777
2004	7	14	SPK50	0.74521
2004	7	15	SPK50	0.74074
2004	7	16	SPK50	0.74138
2004	7	17	SPK50	0.74074
2004	7	18	SPK50	0.74074
2004	7	19	SPK50	0.74201
2004	7	20	SPK50	0.74201
2004	7	21	SPK50	0.74265
2004	7	22	SPK50	0.73946
2004	7	23	SPK50	0.74074
2004	7	24	SPK50	0.73946
2004	7	25	SPK50	0.73946
2004	7	26	SPK50	0.74074
2004	7	27	SPK50	0.74138
2004	7	28	SPK50	0.73946
2004	7	29	SPK50	0.74329
2004	7	30	SPK50	0.74393
2004	7	31	SPK50	0.74329
2004	8	1	SPK50	0.74329
2004	8	2	SPK50	0.74585
2004	8	3	SPK50	0.74585
2004	8	4	SPK50	0.74521
2004	8	5	SPK50	0.74521
2004	8	6	SPK50	0.7401
2004	8	7	SPK50	0.74521
2004	8	8	SPK50	0.74521
2004	8	9	SPK50	0.73946
2004	8	10	SPK50	0.7401
2004	8	11	SPK50	0.73946
2004	8	12	SPK50	0.73946
2004	8	13	SPK50	0.73946
2004	8	14	SPK50	0.73946
2004	8	15	SPK50	0.73946
2004	8	16	SPK50	0.74074
2004	8	17	SPK50	0.74265
2004	8	18	SPK50	0.74329
2004	8	19	SPK50	0.74329
2004	8	20	SPK50	0.74329
2004	8	21	SPK50	0.74329
2004	8	22	SPK50	0.74329
2004	8	23	SPK50	0.74777
2004	8	24	SPK50	0.74968
2004	8	25	SPK50	0.75032
2004	8	26	SPK50	0.7516
2004	8	27	SPK50	0.75288
2004	8	28	SPK50	0.7516
2004	8	29	SPK50	0.7516
2004	8	30	SPK50	0.75352
2004	8	31	SPK50	0.75416
2004	9	1	SPK50	0.75608
2004	9	2	SPK50	0.75799
2004	9	3	SPK50	0.75799
2004	9	4	SPK50	0.75799
2004	9	5	SPK50	0.75799
2004	9	6	SPK50	0.75927
2004	9	7	SPK50	0.75991
2004	9	8	SPK50	0.76055
2004	9	9	SPK50	0.75927
2004	9	10	SPK50	0.75863
2004	9	11	SPK50	0.75927
2004	9	12	SPK50	0.75927
2004	9	13	SPK50	0.76183
2004	9	14	SPK50	0.76374
2004	9	15	SPK50	0.76311
2004	9	16	SPK50	0.76438
2004	9	17	SPK50	0.76566
2004	9	18	SPK50	0.76438
2004	9	19	SPK50	0.76438
2004	9	20	SPK50	0.76694
2004	9	21	SPK50	0.76694
2004	9	22	SPK50	0.76438
2004	9	23	SPK50	0.76247
2004	9	24	SPK50	0.76247
2004	9	25	SPK50	0.76247
2004	9	26	SPK50	0.76247
2004	9	27	SPK50	0.76183
2004	9	28	SPK50	0.76119
2004	9	29	SPK50	0.76374
2004	9	30	SPK50	0.76311
2004	10	1	SPK50	0.76566
2004	10	2	SPK50	0.76311
2004	10	3	SPK50	0.76311
2004	10	4	SPK50	0.76822
2004	10	5	SPK50	0.76374
2004	10	6	SPK50	0.77141
2004	10	7	SPK50	0.77269
2004	10	8	SPK50	0.77077
2004	10	9	SPK50	0.77269
2004	10	10	SPK50	0.77269
2004	10	11	SPK50	0.77205
2004	10	12	SPK50	0.77077
2004	10	13	SPK50	0.77014
2004	10	14	SPK50	0.76886
2004	10	15	SPK50	0.76822
2004	10	16	SPK50	0.76886
2004	10	17	SPK50	0.76886
2004	10	18	SPK50	0.76758
2004	10	19	SPK50	0.77077
2004	10	20	SPK50	0.76758
2004	10	21	SPK50	0.76822
2004	10	22	SPK50	0.76694
2004	10	23	SPK50	0.76822
2004	10	24	SPK50	0.76822
2004	10	25	SPK50	0.76247
2004	10	26	SPK50	0.76311
2004	10	27	SPK50	0.76566
2004	10	28	SPK50	0.76694
2004	10	29	SPK50	0.76886
2004	10	30	SPK50	0.76694
2004	10	31	SPK50	0.76694
2004	11	1	SPK50	0.77014
2004	11	2	SPK50	0.77333
2004	11	3	SPK50	0.77333
2004	11	4	SPK50	0.77397
2004	11	5	SPK50	0.77589
2004	11	6	SPK50	0.77397
2004	11	7	SPK50	0.77397
2004	11	8	SPK50	0.77461
2004	11	9	SPK50	0.77717
2004	11	10	SPK50	0.77717
2004	11	11	SPK50	0.77908
2004	11	12	SPK50	0.78036
2004	11	13	SPK50	0.77908
2004	11	14	SPK50	0.77908
2004	11	15	SPK50	0.781
2004	11	16	SPK50	0.78036
2004	11	17	SPK50	0.781
2004	11	18	SPK50	0.78228
2004	11	19	SPK50	0.781
2004	11	20	SPK50	0.78228
2004	11	21	SPK50	0.78228
2004	11	22	SPK50	0.78036
2004	11	23	SPK50	0.77972
2004	11	24	SPK50	0.77972
2004	11	25	SPK50	0.78036
2004	11	26	SPK50	0.77972
2004	11	27	SPK50	0.78036
2004	11	28	SPK50	0.78036
2004	11	29	SPK50	0.77908
2004	11	30	SPK50	0.77844
2004	12	1	SPK50	0.78036
2004	12	2	SPK50	0.781
2004	12	3	SPK50	0.78036
2004	12	4	SPK50	0.781
2004	12	5	SPK50	0.781
2004	12	6	SPK50	0.77844
2004	12	7	SPK50	0.77844
2004	12	8	SPK50	0.77844
2004	12	9	SPK50	0.77397
2004	12	10	SPK50	0.77461
2004	12	11	SPK50	0.77397
2004	12	12	SPK50	0.77397
2004	12	13	SPK50	0.77461
2004	12	14	SPK50	0.77781
2004	12	15	SPK50	0.77781
2004	12	16	SPK50	0.77908
2004	12	17	SPK50	0.77717
2004	12	19	SPK50	0.77908
2004	12	20	SPK50	0.77781
2004	12	21	SPK50	0.78036
2004	12	22	SPK50	0.781
2004	12	23	SPK50	0.781
2004	12	24	SPK50	0.781
2004	12	25	SPK50	0.781
2004	12	26	SPK50	0.781
2004	12	27	SPK50	0.78228
2004	12	28	SPK50	0.78164
2004	12	29	SPK50	0.78356
2004	12	30	SPK50	0.78484
2004	12	31	SPK50	0.78611
2005	1	1	SPK50	0.78484
2005	1	2	SPK50	0.78484
2005	1	3	SPK50	0.78803
2005	1	4	SPK50	0.78867
2005	1	5	SPK50	0.78739
2005	1	6	SPK50	0.78739
2005	1	7	SPK50	0.78867
2005	1	8	SPK50	0.78739
2005	1	9	SPK50	0.78739
2005	1	10	SPK50	0.79123
2005	1	11	SPK50	0.79123
2005	1	12	SPK50	0.78867
2005	1	13	SPK50	0.78931
2005	1	14	SPK50	0.7925
2005	1	15	SPK50	0.78931
2005	1	16	SPK50	0.78931
2005	1	17	SPK50	0.79506
2005	1	18	SPK50	0.79378
2005	1	19	SPK50	0.79314
2005	1	20	SPK50	0.7925
2005	1	21	SPK50	0.79187
2005	1	22	SPK50	0.7925
2005	1	23	SPK50	0.7925
2005	1	24	SPK50	0.79123
2005	1	25	SPK50	0.7925
2005	1	26	SPK50	0.79378
2005	1	27	SPK50	0.7957
2005	1	28	SPK50	0.7957
2005	1	29	SPK50	0.7957
2005	1	30	SPK50	0.7957
2005	1	31	SPK50	0.7989
2005	2	1	SPK50	0.80145
2005	2	2	SPK50	0.80209
2005	2	3	SPK50	0.80401
2005	2	4	SPK50	0.8072
2005	2	5	SPK50	0.80401
2005	2	6	SPK50	0.80401
2005	2	7	SPK50	0.80912
2005	2	8	SPK50	0.80976
2005	2	9	SPK50	0.80848
2005	2	10	SPK50	0.80784
2005	2	11	SPK50	0.80784
2005	2	12	SPK50	0.80784
2005	2	13	SPK50	0.80784
2005	2	14	SPK50	0.80848
2005	2	15	SPK50	0.80976
2005	2	16	SPK50	0.80912
2005	2	17	SPK50	0.8104
2005	2	18	SPK50	0.8104
2005	2	19	SPK50	0.8104
2005	2	20	SPK50	0.8104
2005	2	21	SPK50	0.81168
2005	2	22	SPK50	0.80976
2005	2	23	SPK50	0.80848
2005	2	24	SPK50	0.80976
2005	2	25	SPK50	0.8136
2005	2	26	SPK50	0.80848
2005	2	27	SPK50	0.80848
2005	2	28	SPK50	0.81423
2005	3	1	SPK50	0.81807
2005	3	2	SPK50	0.81423
2005	3	3	SPK50	0.81423
2005	3	4	SPK50	0.81679
2005	3	5	SPK50	0.81423
2005	3	6	SPK50	0.81423
2005	3	7	SPK50	0.81935
2005	3	8	SPK50	0.81807
2005	3	9	SPK50	0.81551
2005	3	10	SPK50	0.81168
2005	3	11	SPK50	0.81168
2005	3	12	SPK50	0.81168
2005	3	13	SPK50	0.81168
2005	3	14	SPK50	0.80976
2005	3	15	SPK50	0.80912
2005	3	16	SPK50	0.80401
2005	3	17	SPK50	0.80401
2005	3	18	SPK50	0.80465
2005	3	19	SPK50	0.80401
2005	3	20	SPK50	0.80401
2005	3	21	SPK50	0.80209
2005	3	22	SPK50	0.80465
2005	3	23	SPK50	0.80273
2005	3	24	SPK50	0.80529
2005	3	25	SPK50	0.80273
2005	3	26	SPK50	0.80273
2005	3	27	SPK50	0.80273
2005	3	28	SPK50	0.80593
2005	3	29	SPK50	0.80465
2005	3	30	SPK50	0.81296
2005	3	31	SPK50	0.80593
2005	4	1	SPK50	0.80784
2005	4	2	SPK50	0.80593
2005	4	3	SPK50	0.80593
2005	4	4	SPK50	0.80593
2005	4	5	SPK50	0.80784
2005	4	6	SPK50	0.8104
2005	4	7	SPK50	0.81104
2005	4	8	SPK50	0.81168
2005	4	9	SPK50	0.81104
2005	4	10	SPK50	0.81104
2005	4	11	SPK50	0.80912
2005	4	12	SPK50	0.80848
2005	4	13	SPK50	0.80912
2005	4	14	SPK50	0.80657
