day	month	year	symbol	nav
02	2	2008	LXK75	0.92061
03	2	2008	LXK75	0.92061
04	2	2008	LXK75	0.9356
05	2	2008	LXK75	0.93391
06	2	2008	LXK75	0.92956
07	2	2008	LXK75	0.92979
08	2	2008	LXK75	0.92989
09	2	2008	LXK75	0.92979
10	2	2008	LXK75	0.92979
11	2	2008	LXK75	0.92911
12	2	2008	LXK75	0.93295
13	2	2008	LXK75	0.93413
14	2	2008	LXK75	0.93778
15	2	2008	LXK75	0.93794
16	2	2008	LXK75	0.93778
17	2	2008	LXK75	0.93778
18	2	2008	LXK75	0.93808
19	2	2008	LXK75	0.94355
20	2	2008	LXK75	0.94016
21	2	2008	LXK75	0.93962
22	2	2008	LXK75	0.93773
23	2	2008	LXK75	0.93962
24	2	2008	LXK75	0.93962
25	2	2008	LXK75	0.94057
26	2	2008	LXK75	0.94385
27	2	2008	LXK75	0.94731
28	2	2008	LXK75	0.94504
29	2	2008	LXK75	0.94047
01	3	2008	LXK75	0.94504
02	3	2008	LXK75	0.94504
03	3	2008	LXK75	0.93438
04	3	2008	LXK75	0.92945
05	3	2008	LXK75	0.92925
06	3	2008	LXK75	0.92771
07	3	2008	LXK75	0.92037
08	3	2008	LXK75	0.92771
09	3	2008	LXK75	0.92771
10	3	2008	LXK75	0.9119
11	3	2008	LXK75	0.91593
12	3	2008	LXK75	0.91954
13	3	2008	LXK75	0.91058
14	3	2008	LXK75	0.90573
15	3	2008	LXK75	0.91058
16	3	2008	LXK75	0.91058
17	3	2008	LXK75	0.89508
18	3	2008	LXK75	0.89782
19	3	2008	LXK75	0.89687
20	3	2008	LXK75	0.9041
22	3	2008	LXK75	0.89687
23	3	2008	LXK75	0.89687
24	3	2008	LXK75	0.90755
25	3	2008	LXK75	0.9089
26	3	2008	LXK75	0.90738
27	3	2008	LXK75	0.90859
28	3	2008	LXK75	0.90984
29	3	2008	LXK75	0.90859
30	3	2008	LXK75	0.90859
31	3	2008	LXK75	0.90899
01	4	2008	LXK75	0.91623
02	4	2008	LXK75	0.92089
03	4	2008	LXK75	0.92388
04	4	2008	LXK75	0.92472
05	4	2008	LXK75	0.92388
06	4	2008	LXK75	0.92388
07	4	2008	LXK75	0.92914
08	4	2008	LXK75	0.92614
09	4	2008	LXK75	0.92234
10	4	2008	LXK75	0.92388
11	4	2008	LXK75	0.92322
12	4	2008	LXK75	0.92388
13	4	2008	LXK75	0.92388
14	4	2008	LXK75	0.91841
15	4	2008	LXK75	0.91932
16	4	2008	LXK75	0.92366
17	4	2008	LXK75	0.92486
18	4	2008	LXK75	0.92666
19	4	2008	LXK75	0.92486
20	4	2008	LXK75	0.92486
21	4	2008	LXK75	0.92988
22	4	2008	LXK75	0.92894
23	4	2008	LXK75	0.92854
24	4	2008	LXK75	0.93149
25	4	2008	LXK75	0.93166
26	4	2008	LXK75	0.93149
27	4	2008	LXK75	0.93149
28	4	2008	LXK75	0.93301
29	4	2008	LXK75	0.9323
30	4	2008	LXK75	0.93381
02	5	2008	LXK75	0.94093
03	5	2008	LXK75	0.93381
04	5	2008	LXK75	0.93381
05	5	2008	LXK75	0.94144
06	5	2008	LXK75	0.94165
07	5	2008	LXK75	0.94155
08	5	2008	LXK75	0.94138
09	5	2008	LXK75	0.93974
10	5	2008	LXK75	0.94138
11	5	2008	LXK75	0.94138
12	5	2008	LXK75	0.93971
13	5	2008	LXK75	0.94247
14	5	2008	LXK75	0.94396
15	5	2008	LXK75	0.94606
16	5	2008	LXK75	0.94882
17	5	2008	LXK75	0.94606
18	5	2008	LXK75	0.94606
19	5	2008	LXK75	0.95002
20	5	2008	LXK75	0.94876
21	5	2008	LXK75	0.94507
22	5	2008	LXK75	0.94341
23	5	2008	LXK75	0.94243
24	5	2008	LXK75	0.94341
25	5	2008	LXK75	0.94341
26	5	2008	LXK75	0.93921
27	5	2008	LXK75	0.9393
28	5	2008	LXK75	0.9401
29	5	2008	LXK75	0.94378
30	5	2008	LXK75	0.94637
31	5	2008	LXK75	0.94378
01	6	2008	LXK75	0.94378
02	6	2008	LXK75	0.94777
03	6	2008	LXK75	0.94638
04	6	2008	LXK75	0.94509
05	6	2008	LXK75	0.9447
06	6	2008	LXK75	0.94519
08	6	2008	LXK75	0.9447
09	6	2008	LXK75	0.94272
10	6	2008	LXK75	0.93872
11	6	2008	LXK75	0.93691
12	6	2008	LXK75	0.9359
13	6	2008	LXK75	0.93473
14	6	2008	LXK75	0.9359
15	6	2008	LXK75	0.9359
16	6	2008	LXK75	0.93707
17	6	2008	LXK75	0.93886
18	6	2008	LXK75	0.94029
19	6	2008	LXK75	0.93803
20	6	2008	LXK75	0.93369
21	6	2008	LXK75	0.93803
22	6	2008	LXK75	0.93803
25	6	2008	LXK75	0.93225
26	6	2008	LXK75	0.9307
27	6	2008	LXK75	0.92692
28	6	2008	LXK75	0.9307
29	6	2008	LXK75	0.9307
30	6	2008	LXK75	0.92705
01	7	2008	LXK75	0.92493
02	7	2008	LXK75	0.92329
03	7	2008	LXK75	0.91879
04	7	2008	LXK75	0.91739
05	7	2008	LXK75	0.91879
06	7	2008	LXK75	0.91879
07	7	2008	LXK75	0.91888
08	7	2008	LXK75	0.91481
09	7	2008	LXK75	0.91583
10	7	2008	LXK75	0.90605
11	7	2008	LXK75	0.91552
12	7	2008	LXK75	0.90605
13	7	2008	LXK75	0.90605
14	7	2008	LXK75	0.91506
15	7	2008	LXK75	0.90973
16	7	2008	LXK75	0.91196
17	7	2008	LXK75	0.91729
18	7	2008	LXK75	0.91808
19	7	2008	LXK75	0.91729
20	7	2008	LXK75	0.91729
21	7	2008	LXK75	0.92083
22	7	2008	LXK75	0.92018
23	7	2008	LXK75	0.92893
24	7	2008	LXK75	0.92749
25	7	2008	LXK75	0.92322
26	7	2008	LXK75	0.92749
27	7	2008	LXK75	0.92749
28	7	2008	LXK75	0.9214
29	7	2008	LXK75	0.92194
30	7	2008	LXK75	0.92873
31	7	2008	LXK75	0.92942
01	8	2008	LXK75	0.92796
02	8	2008	LXK75	0.92942
03	8	2008	LXK75	0.92942
04	8	2008	LXK75	0.92318
05	8	2008	LXK75	0.92353
06	8	2008	LXK75	0.92624
07	8	2008	LXK75	0.92493
08	8	2008	LXK75	0.92672
09	8	2008	LXK75	0.92493
10	8	2008	LXK75	0.92493
11	8	2008	LXK75	0.92763
12	8	2008	LXK75	0.92616
13	8	2008	LXK75	0.92172
14	8	2008	LXK75	0.92324
15	8	2008	LXK75	0.92436
16	8	2008	LXK75	0.92324
17	8	2008	LXK75	0.92324
18	8	2008	LXK75	0.92117
19	8	2008	LXK75	0.91963
21	8	2008	LXK75	0.91732
22	8	2008	LXK75	0.91837
23	8	2008	LXK75	0.91732
24	8	2008	LXK75	0.91732
25	8	2008	LXK75	0.9167
26	8	2008	LXK75	0.91628
27	8	2008	LXK75	0.91956
28	8	2008	LXK75	0.92245
29	8	2008	LXK75	0.92299
30	8	2008	LXK75	0.92245
31	8	2008	LXK75	0.92245
01	9	2008	LXK75	0.92313
02	9	2008	LXK75	0.91948
03	9	2008	LXK75	0.91514
04	9	2008	LXK75	0.90528
05	9	2008	LXK75	0.90349
06	9	2008	LXK75	0.90528
07	9	2008	LXK75	0.90528
08	9	2008	LXK75	0.91157
09	9	2008	LXK75	0.89802
10	9	2008	LXK75	0.89675
11	9	2008	LXK75	0.88801
12	9	2008	LXK75	0.90285
13	9	2008	LXK75	0.88801
14	9	2008	LXK75	0.88801
15	9	2008	LXK75	0.87871
16	9	2008	LXK75	0.86942
17	9	2008	LXK75	0.85217
18	9	2008	LXK75	0.86445
19	9	2008	LXK75	0.89243
20	9	2008	LXK75	0.86445
21	9	2008	LXK75	0.86445
22	9	2008	LXK75	0.88426
23	9	2008	LXK75	0.87502
24	9	2008	LXK75	0.87509
25	9	2008	LXK75	0.88114
26	9	2008	LXK75	0.87454
27	9	2008	LXK75	0.88114
28	9	2008	LXK75	0.88114
29	9	2008	LXK75	0.8483
30	9	2008	LXK75	0.8592
01	10	2008	LXK75	0.85477
02	10	2008	LXK75	0.84392
03	10	2008	LXK75	0.83604
06	10	2008	LXK75	0.81309
07	10	2008	LXK75	0.80084
08	10	2008	LXK75	0.78775
09	10	2008	LXK75	0.7828
10	10	2008	LXK75	0.76651
11	10	2008	LXK75	0.7828
12	10	2008	LXK75	0.7828
13	10	2008	LXK75	0.79811
14	10	2008	LXK75	0.81516
15	10	2008	LXK75	0.78623
16	10	2008	LXK75	0.78342
17	10	2008	LXK75	0.78154
18	10	2008	LXK75	0.78342
19	10	2008	LXK75	0.78342
20	10	2008	LXK75	0.79757
21	10	2008	LXK75	0.79038
22	10	2008	LXK75	0.76575
23	10	2008	LXK75	0.75788
24	10	2008	LXK75	0.73656
25	10	2008	LXK75	0.75788
26	10	2008	LXK75	0.75788
27	10	2008	LXK75	0.72335
28	10	2008	LXK75	0.74455
29	10	2008	LXK75	0.75774
30	10	2008	LXK75	0.76906
31	10	2008	LXK75	0.77449
01	11	2008	LXK75	0.76906
02	11	2008	LXK75	0.76906
03	11	2008	LXK75	0.78203
04	11	2008	LXK75	0.79861
05	11	2008	LXK75	0.79057
06	11	2008	LXK75	0.77064
07	11	2008	LXK75	0.78306
08	11	2008	LXK75	0.77064
09	11	2008	LXK75	0.77064
10	11	2008	LXK75	0.78691
11	11	2008	LXK75	0.76059
12	11	2008	LXK75	0.7465
13	11	2008	LXK75	0.75781
14	11	2008	LXK75	0.748
15	11	2008	LXK75	0.75781
16	11	2008	LXK75	0.75781
17	11	2008	LXK75	0.74209
18	11	2008	LXK75	0.73588
19	11	2008	LXK75	0.72136
20	11	2008	LXK75	0.70273
21	11	2008	LXK75	0.70458
22	11	2008	LXK75	0.70273
23	11	2008	LXK75	0.70273
24	11	2008	LXK75	0.72255
25	11	2008	LXK75	0.72163
26	11	2008	LXK75	0.73257
27	11	2008	LXK75	0.73381
28	11	2008	LXK75	0.73639
29	11	2008	LXK75	0.73381
30	11	2008	LXK75	0.73381
01	12	2008	LXK75	0.72133
02	12	2008	LXK75	0.72813
03	12	2008	LXK75	0.731
04	12	2008	LXK75	0.72376
05	12	2008	LXK75	0.72614
06	12	2008	LXK75	0.72376
07	12	2008	LXK75	0.72376
08	12	2008	LXK75	0.74321
09	12	2008	LXK75	0.73806
10	12	2008	LXK75	0.74924
11	12	2008	LXK75	0.74697
12	12	2008	LXK75	0.74191
13	12	2008	LXK75	0.74697
14	12	2008	LXK75	0.74697
15	12	2008	LXK75	0.74064
16	12	2008	LXK75	0.74821
17	12	2008	LXK75	0.73899
18	12	2008	LXK75	0.73645
19	12	2008	LXK75	0.73864
20	12	2008	LXK75	0.73645
21	12	2008	LXK75	0.73645
22	12	2008	LXK75	0.73583
23	12	2008	LXK75	0.73423
27	12	2008	LXK75	0.73583
28	12	2008	LXK75	0.73583
29	12	2008	LXK75	0.72932
30	12	2008	LXK75	0.73368
31	12	2008	LXK75	0.73612
02	1	2009	LXK75	0.74416
03	1	2009	LXK75	0.73612
04	1	2009	LXK75	0.73612
05	1	2009	LXK75	0.74887
06	1	2009	LXK75	0.75246
07	1	2009	LXK75	0.74911
08	1	2009	LXK75	0.74864
09	1	2009	LXK75	0.74667
10	1	2009	LXK75	0.74864
11	1	2009	LXK75	0.74864
12	1	2009	LXK75	0.74301
13	1	2009	LXK75	0.7449
14	1	2009	LXK75	0.73936
15	1	2009	LXK75	0.73537
16	1	2009	LXK75	0.73706
17	1	2009	LXK75	0.73537
18	1	2009	LXK75	0.73537
19	1	2009	LXK75	0.73776
20	1	2009	LXK75	0.73283
21	1	2009	LXK75	0.73328
22	1	2009	LXK75	0.7372
23	1	2009	LXK75	0.73707
24	1	2009	LXK75	0.7372
25	1	2009	LXK75	0.7372
26	1	2009	LXK75	0.73945
27	1	2009	LXK75	0.7398
28	1	2009	LXK75	0.74277
29	1	2009	LXK75	0.74139
30	1	2009	LXK75	0.74091
31	1	2009	LXK75	0.74139
01	2	2009	LXK75	0.74139
02	2	2009	LXK75	0.73858
03	2	2009	LXK75	0.73901
04	2	2009	LXK75	0.74189
05	2	2009	LXK75	0.74272
06	2	2009	LXK75	0.74796
07	2	2009	LXK75	0.74272
08	2	2009	LXK75	0.74272
09	2	2009	LXK75	0.74967
10	2	2009	LXK75	0.74827
11	2	2009	LXK75	0.74791
12	2	2009	LXK75	0.74596
13	2	2009	LXK75	0.74808
14	2	2009	LXK75	0.74596
15	2	2009	LXK75	0.74596
16	2	2009	LXK75	0.74943
17	2	2009	LXK75	0.74031
18	2	2009	LXK75	0.73975
19	2	2009	LXK75	0.74043
20	2	2009	LXK75	0.73497
21	2	2009	LXK75	0.74043
22	2	2009	LXK75	0.74043
23	2	2009	LXK75	0.7365
25	2	2009	LXK75	0.73398
26	2	2009	LXK75	0.73341
27	2	2009	LXK75	0.73079
28	2	2009	LXK75	0.73341
01	3	2009	LXK75	0.73341
02	3	2009	LXK75	0.72342
03	3	2009	LXK75	0.72342
04	3	2009	LXK75	0.7302
05	3	2009	LXK75	0.72593
06	3	2009	LXK75	0.72537
07	3	2009	LXK75	0.72593
08	3	2009	LXK75	0.72593
09	3	2009	LXK75	0.72085
10	3	2009	LXK75	0.73326
11	3	2009	LXK75	0.73221
12	3	2009	LXK75	0.73762
13	3	2009	LXK75	0.7381
14	3	2009	LXK75	0.73762
15	3	2009	LXK75	0.73762
16	3	2009	LXK75	0.74109
17	3	2009	LXK75	0.74518
18	3	2009	LXK75	0.74735
19	3	2009	LXK75	0.74862
20	3	2009	LXK75	0.74437
21	3	2009	LXK75	0.74862
22	3	2009	LXK75	0.74862
23	3	2009	LXK75	0.76144
24	3	2009	LXK75	0.75913
25	3	2009	LXK75	0.76198
26	3	2009	LXK75	0.76917
27	3	2009	LXK75	0.76521
28	3	2009	LXK75	0.76917
29	3	2009	LXK75	0.76917
30	3	2009	LXK75	0.756
31	3	2009	LXK75	0.75933
01	4	2009	LXK75	0.76385
02	4	2009	LXK75	0.77295
03	4	2009	LXK75	0.77478
04	4	2009	LXK75	0.77295
05	4	2009	LXK75	0.77295
06	4	2009	LXK75	0.77301
07	4	2009	LXK75	0.77166
08	4	2009	LXK75	0.7724
09	4	2009	LXK75	0.77527
11	4	2009	LXK75	0.7724
12	4	2009	LXK75	0.7724
13	4	2009	LXK75	0.77648
14	4	2009	LXK75	0.78039
15	4	2009	LXK75	0.78261
16	4	2009	LXK75	0.78565
17	4	2009	LXK75	0.78655
18	4	2009	LXK75	0.78565
19	4	2009	LXK75	0.78565
20	4	2009	LXK75	0.7788
21	4	2009	LXK75	0.77841
22	4	2009	LXK75	0.7783
23	4	2009	LXK75	0.77999
24	4	2009	LXK75	0.78747
25	4	2009	LXK75	0.77999
26	4	2009	LXK75	0.77999
27	4	2009	LXK75	0.78683
28	4	2009	LXK75	0.78591
29	4	2009	LXK75	0.79061
30	4	2009	LXK75	0.79469
02	5	2009	LXK75	0.79061
03	5	2009	LXK75	0.79061
04	5	2009	LXK75	0.8072
05	5	2009	LXK75	0.80837
06	5	2009	LXK75	0.81548
07	5	2009	LXK75	0.8107
08	5	2009	LXK75	0.8182
09	5	2009	LXK75	0.8107
10	5	2009	LXK75	0.8107
11	5	2009	LXK75	0.81174
12	5	2009	LXK75	0.81094
13	5	2009	LXK75	0.80152
14	5	2009	LXK75	0.80193
15	5	2009	LXK75	0.80308
16	5	2009	LXK75	0.80193
17	5	2009	LXK75	0.80193
18	5	2009	LXK75	0.8107
19	5	2009	LXK75	0.81393
20	5	2009	LXK75	0.81734
21	5	2009	LXK75	0.81761
22	5	2009	LXK75	0.81914
23	5	2009	LXK75	0.81761
24	5	2009	LXK75	0.81761
25	5	2009	LXK75	0.81838
26	5	2009	LXK75	0.82292
27	5	2009	LXK75	0.82415
28	5	2009	LXK75	0.82504
29	5	2009	LXK75	0.82916
30	5	2009	LXK75	0.82504
31	5	2009	LXK75	0.82504
01	6	2009	LXK75	0.83643
02	6	2009	LXK75	0.83748
03	6	2009	LXK75	0.83277
04	6	2009	LXK75	0.83343
05	6	2009	LXK75	0.83333
06	6	2009	LXK75	0.83343
07	6	2009	LXK75	0.83343
08	6	2009	LXK75	0.83246
09	6	2009	LXK75	0.83492
10	6	2009	LXK75	0.83797
11	6	2009	LXK75	0.84065
12	6	2009	LXK75	0.84027
13	6	2009	LXK75	0.84065
14	6	2009	LXK75	0.84065
15	6	2009	LXK75	0.83354
16	6	2009	LXK75	0.8316
17	6	2009	LXK75	0.8281
18	6	2009	LXK75	0.82695
19	6	2009	LXK75	0.83128
20	6	2009	LXK75	0.82695
21	6	2009	LXK75	0.82695
22	6	2009	LXK75	0.82552
25	6	2009	LXK75	0.83125
26	6	2009	LXK75	0.83144
27	6	2009	LXK75	0.83125
28	6	2009	LXK75	0.83125
29	6	2009	LXK75	0.83735
30	6	2009	LXK75	0.83789
01	7	2009	LXK75	0.84064
02	7	2009	LXK75	0.83759
03	7	2009	LXK75	0.83749
04	7	2009	LXK75	0.83759
05	7	2009	LXK75	0.83759
06	7	2009	LXK75	0.83927
07	7	2009	LXK75	0.83701
08	7	2009	LXK75	0.83977
09	7	2009	LXK75	0.83954
10	7	2009	LXK75	0.83816
11	7	2009	LXK75	0.83954
12	7	2009	LXK75	0.83954
13	7	2009	LXK75	0.83929
14	7	2009	LXK75	0.84224
15	7	2009	LXK75	0.84877
16	7	2009	LXK75	0.85224
17	7	2009	LXK75	0.85444
18	7	2009	LXK75	0.85224
19	7	2009	LXK75	0.85224
20	7	2009	LXK75	0.86138
21	7	2009	LXK75	0.86422
22	7	2009	LXK75	0.86561
23	7	2009	LXK75	0.87364
24	7	2009	LXK75	0.87617
25	7	2009	LXK75	0.87364
26	7	2009	LXK75	0.87364
27	7	2009	LXK75	0.8815
28	7	2009	LXK75	0.88217
29	7	2009	LXK75	0.88035
30	7	2009	LXK75	0.88896
31	7	2009	LXK75	0.89104
01	8	2009	LXK75	0.88896
02	8	2009	LXK75	0.88896
03	8	2009	LXK75	0.90046
04	8	2009	LXK75	0.89974
05	8	2009	LXK75	0.89779
06	8	2009	LXK75	0.89883
07	8	2009	LXK75	0.90268
08	8	2009	LXK75	0.89883
10	8	2009	LXK75	0.90438
11	8	2009	LXK75	0.90132
12	8	2009	LXK75	0.90135
13	8	2009	LXK75	0.90324
14	8	2009	LXK75	0.90697
15	8	2009	LXK75	0.90324
16	8	2009	LXK75	0.90324
17	8	2009	LXK75	0.90349
18	8	2009	LXK75	0.90656
19	8	2009	LXK75	0.90691
21	8	2009	LXK75	0.91532
22	8	2009	LXK75	0.90691
23	8	2009	LXK75	0.90691
24	8	2009	LXK75	0.92109
25	8	2009	LXK75	0.92176
26	8	2009	LXK75	0.92051
27	8	2009	LXK75	0.92035
28	8	2009	LXK75	0.92692
29	8	2009	LXK75	0.92035
30	8	2009	LXK75	0.92035
31	8	2009	LXK75	0.92506
01	9	2009	LXK75	0.92454
02	9	2009	LXK75	0.92333
03	9	2009	LXK75	0.92543
04	9	2009	LXK75	0.92784
05	9	2009	LXK75	0.92543
06	9	2009	LXK75	0.92543
07	9	2009	LXK75	0.93015
08	9	2009	LXK75	0.93422
09	9	2009	LXK75	0.93684
10	9	2009	LXK75	0.93937
11	9	2009	LXK75	0.9395
12	9	2009	LXK75	0.93937
13	9	2009	LXK75	0.93937
14	9	2009	LXK75	0.93879
15	9	2009	LXK75	0.9403
16	9	2009	LXK75	0.94447
17	9	2009	LXK75	0.94771
18	9	2009	LXK75	0.94942
19	9	2009	LXK75	0.94771
20	9	2009	LXK75	0.94771
21	9	2009	LXK75	0.94702
22	9	2009	LXK75	0.95077
23	9	2009	LXK75	0.95315
24	9	2009	LXK75	0.95042
25	9	2009	LXK75	0.94915
26	9	2009	LXK75	0.95042
27	9	2009	LXK75	0.95042
28	9	2009	LXK75	0.95041
29	9	2009	LXK75	0.95193
30	9	2009	LXK75	0.95307
01	10	2009	LXK75	0.95124
02	10	2009	LXK75	0.95057
03	10	2009	LXK75	0.95124
04	10	2009	LXK75	0.95124
05	10	2009	LXK75	0.95079
06	10	2009	LXK75	0.95335
07	10	2009	LXK75	0.95315
08	10	2009	LXK75	0.95358
09	10	2009	LXK75	0.9531
10	10	2009	LXK75	0.95358
11	10	2009	LXK75	0.95358
12	10	2009	LXK75	0.95365
13	10	2009	LXK75	0.9515
14	10	2009	LXK75	0.95379
15	10	2009	LXK75	0.95372
16	10	2009	LXK75	0.95218
17	10	2009	LXK75	0.95372
18	10	2009	LXK75	0.95372
19	10	2009	LXK75	0.95334
20	10	2009	LXK75	0.95421
21	10	2009	LXK75	0.9547
22	10	2009	LXK75	0.95323
23	10	2009	LXK75	0.95258
24	10	2009	LXK75	0.95323
25	10	2009	LXK75	0.95323
26	10	2009	LXK75	0.95182
27	10	2009	LXK75	0.95141
28	10	2009	LXK75	0.94806
29	10	2009	LXK75	0.94885
30	10	2009	LXK75	0.94726
31	10	2009	LXK75	0.94885
01	11	2009	LXK75	0.94885
02	11	2009	LXK75	0.94667
03	11	2009	LXK75	0.94605
04	11	2009	LXK75	0.94652
05	11	2009	LXK75	0.94666
06	11	2009	LXK75	0.94697
07	11	2009	LXK75	0.94666
08	11	2009	LXK75	0.94666
09	11	2009	LXK75	0.94989
10	11	2009	LXK75	0.94998
11	11	2009	LXK75	0.95079
12	11	2009	LXK75	0.95182
13	11	2009	LXK75	0.95214
14	11	2009	LXK75	0.95182
15	11	2009	LXK75	0.95182
16	11	2009	LXK75	0.9559
17	11	2009	LXK75	0.95659
18	11	2009	LXK75	0.95604
19	11	2009	LXK75	0.95513
20	11	2009	LXK75	0.95435
21	11	2009	LXK75	0.95513
22	11	2009	LXK75	0.95513
23	11	2009	LXK75	0.95619
24	11	2009	LXK75	0.95519
25	11	2009	LXK75	0.95565
26	11	2009	LXK75	0.95438
27	11	2009	LXK75	0.95386
28	11	2009	LXK75	0.95438
29	11	2009	LXK75	0.95438
30	11	2009	LXK75	0.95198
01	12	2009	LXK75	0.95317
02	12	2009	LXK75	0.95443
03	12	2009	LXK75	0.95523
04	12	2009	LXK75	0.95763
05	12	2009	LXK75	0.95523
06	12	2009	LXK75	0.95523
07	12	2009	LXK75	0.95731
08	12	2009	LXK75	0.9562
09	12	2009	LXK75	0.95564
10	12	2009	LXK75	0.95574
11	12	2009	LXK75	0.95593
12	12	2009	LXK75	0.95574
13	12	2009	LXK75	0.95574
14	12	2009	LXK75	0.95664
15	12	2009	LXK75	0.95679
16	12	2009	LXK75	0.95706
17	12	2009	LXK75	0.95693
18	12	2009	LXK75	0.95691
19	12	2009	LXK75	0.95693
20	12	2009	LXK75	0.95693
21	12	2009	LXK75	0.95829
22	12	2009	LXK75	0.95918
23	12	2009	LXK75	0.9614
24	12	2009	LXK75	0.95918
25	12	2009	LXK75	0.95918
26	12	2009	LXK75	0.95918
27	12	2009	LXK75	0.95918
28	12	2009	LXK75	0.96091
29	12	2009	LXK75	0.968
30	12	2009	LXK75	0.97018
31	12	2009	LXK75	0.96981
02	1	2010	LXK75	0.97018
03	1	2010	LXK75	0.97018
04	1	2010	LXK75	0.97186
05	1	2010	LXK75	0.97285
06	1	2010	LXK75	0.97372
07	1	2010	LXK75	0.97497
08	1	2010	LXK75	0.97531
09	1	2010	LXK75	0.97497
10	1	2010	LXK75	0.97497
11	1	2010	LXK75	0.97616
12	1	2010	LXK75	0.97824
13	1	2010	LXK75	0.97967
14	1	2010	LXK75	0.98187
15	1	2010	LXK75	0.98304
16	1	2010	LXK75	0.98187
17	1	2010	LXK75	0.98187
18	1	2010	LXK75	0.98497
19	1	2010	LXK75	0.98679
20	1	2010	LXK75	0.988
21	1	2010	LXK75	0.98741
22	1	2010	LXK75	0.98534
23	1	2010	LXK75	0.98741
24	1	2010	LXK75	0.98741
25	1	2010	LXK75	0.98563
26	1	2010	LXK75	0.98562
27	1	2010	LXK75	0.98663
28	1	2010	LXK75	0.98818
29	1	2010	LXK75	0.98769
30	1	2010	LXK75	0.98818
31	1	2010	LXK75	0.98818
01	2	2010	LXK75	0.99073
02	2	2010	LXK75	0.99475
03	2	2010	LXK75	0.9935
04	2	2010	LXK75	0.98428
05	2	2010	LXK75	0.97522
06	2	2010	LXK75	0.98428
07	2	2010	LXK75	0.98428
08	2	2010	LXK75	0.97489
09	2	2010	LXK75	0.97753
10	2	2010	LXK75	0.97902
11	2	2010	LXK75	0.98328
12	2	2010	LXK75	0.98163
13	2	2010	LXK75	0.98328
14	2	2010	LXK75	0.98328
15	2	2010	LXK75	0.98155
16	2	2010	LXK75	0.98634
17	2	2010	LXK75	0.99074
18	2	2010	LXK75	0.99137
19	2	2010	LXK75	0.98996
20	2	2010	LXK75	0.99137
21	2	2010	LXK75	0.99137
22	2	2010	LXK75	0.98935
23	2	2010	LXK75	0.98852
25	2	2010	LXK75	0.98648
26	2	2010	LXK75	0.98816
27	2	2010	LXK75	0.98648
28	2	2010	LXK75	0.98648
01	3	2010	LXK75	0.99458
02	3	2010	LXK75	0.99723
03	3	2010	LXK75	0.9978
04	3	2010	LXK75	0.99959
05	3	2010	LXK75	1.00391
06	3	2010	LXK75	0.99959
07	3	2010	LXK75	0.99959
08	3	2010	LXK75	1.00594
09	3	2010	LXK75	1.00794
10	3	2010	LXK75	1.00993
11	3	2010	LXK75	1.01028
12	3	2010	LXK75	1.01028
13	3	2010	LXK75	1.01028
14	3	2010	LXK75	1.01028
15	3	2010	LXK75	1.01026
16	3	2010	LXK75	1.00889
17	3	2010	LXK75	1.01382
18	3	2010	LXK75	1.01285
19	3	2010	LXK75	1.01308
20	3	2010	LXK75	1.01285
21	3	2010	LXK75	1.01285
22	3	2010	LXK75	1.01303
23	3	2010	LXK75	1.01501
24	3	2010	LXK75	1.01601
25	3	2010	LXK75	1.0162
26	3	2010	LXK75	1.01538
27	3	2010	LXK75	1.0162
28	3	2010	LXK75	1.0162
29	3	2010	LXK75	1.01695
30	3	2010	LXK75	1.01736
31	3	2010	LXK75	1.01694
01	4	2010	LXK75	1.01938
03	4	2010	LXK75	1.01694
04	4	2010	LXK75	1.01694
05	4	2010	LXK75	1.02128
06	4	2010	LXK75	1.02459
07	4	2010	LXK75	1.02528
08	4	2010	LXK75	1.02711
09	4	2010	LXK75	1.03313
10	4	2010	LXK75	1.02711
11	4	2010	LXK75	1.02711
12	4	2010	LXK75	1.03263
13	4	2010	LXK75	1.03185
14	4	2010	LXK75	1.03447
15	4	2010	LXK75	1.04122
16	4	2010	LXK75	1.03542
17	4	2010	LXK75	1.04122
18	4	2010	LXK75	1.04122
19	4	2010	LXK75	1.03228
20	4	2010	LXK75	1.03279
21	4	2010	LXK75	1.03146
22	4	2010	LXK75	1.03141
23	4	2010	LXK75	1.03267
24	4	2010	LXK75	1.03141
25	4	2010	LXK75	1.03141
26	4	2010	LXK75	1.03308
27	4	2010	LXK75	1.02881
28	4	2010	LXK75	1.03015
29	4	2010	LXK75	1.03313
30	4	2010	LXK75	1.02854
01	5	2010	LXK75	1.03313
02	5	2010	LXK75	1.03313
03	5	2010	LXK75	1.03072
04	5	2010	LXK75	1.02625
05	5	2010	LXK75	1.02667
06	5	2010	LXK75	1.01643
07	5	2010	LXK75	1.00826
08	5	2010	LXK75	1.01643
09	5	2010	LXK75	1.01643
10	5	2010	LXK75	1.0249
11	5	2010	LXK75	1.02162
12	5	2010	LXK75	1.02554
13	5	2010	LXK75	1.024
14	5	2010	LXK75	1.01744
15	5	2010	LXK75	1.024
16	5	2010	LXK75	1.024
17	5	2010	LXK75	1.01649
18	5	2010	LXK75	1.01091
19	5	2010	LXK75	1.00637
20	5	2010	LXK75	0.98777
21	5	2010	LXK75	0.98886
22	5	2010	LXK75	0.98777
23	5	2010	LXK75	0.98777
24	5	2010	LXK75	1.00453
25	5	2010	LXK75	0.99853
26	5	2010	LXK75	1.00108
