day	month	year	symbol	nav
25	3	2011	SPK00	0.82323
26	3	2011	SPK00	0.8225
27	3	2011	SPK00	0.8225
28	3	2011	SPK00	0.82275
29	3	2011	SPK00	0.82349
30	3	2011	SPK00	0.82304
31	3	2011	SPK00	0.82302
01	4	2011	SPK00	0.82374
02	4	2011	SPK00	0.82302
03	4	2011	SPK00	0.82302
04	4	2011	SPK00	0.82371
05	4	2011	SPK00	0.82402
06	4	2011	SPK00	0.82394
07	4	2011	SPK00	0.82459
08	4	2011	SPK00	0.82469
09	4	2011	SPK00	0.82459
10	4	2011	SPK00	0.82459
11	4	2011	SPK00	0.82495
12	4	2011	SPK00	0.82569
13	4	2011	SPK00	0.82513
14	4	2011	SPK00	0.82524
15	4	2011	SPK00	0.8251
16	4	2011	SPK00	0.82524
17	4	2011	SPK00	0.82524
18	4	2011	SPK00	0.82538
19	4	2011	SPK00	0.8251
20	4	2011	SPK00	0.82501
21	4	2011	SPK00	0.82528
22	4	2011	SPK00	0.82501
23	4	2011	SPK00	0.82501
24	4	2011	SPK00	0.82501
25	4	2011	SPK00	0.8253
26	4	2011	SPK00	0.82574
27	4	2011	SPK00	0.82586
28	4	2011	SPK00	0.82575
29	4	2011	SPK00	0.82604
30	4	2011	SPK00	0.82575
01	5	2011	SPK00	0.82575
02	5	2011	SPK00	0.82614
03	5	2011	SPK00	0.82661
04	5	2011	SPK00	0.82649
05	5	2011	SPK00	0.82656
06	5	2011	SPK00	0.82723
07	5	2011	SPK00	0.82656
08	5	2011	SPK00	0.82656
09	5	2011	SPK00	0.82747
10	5	2011	SPK00	0.8277
11	5	2011	SPK00	0.82779
12	5	2011	SPK00	0.82798
13	5	2011	SPK00	0.82789
14	5	2011	SPK00	0.82798
15	5	2011	SPK00	0.82798
16	5	2011	SPK00	0.82808
17	5	2011	SPK00	0.8281
18	5	2011	SPK00	0.8281
19	5	2011	SPK00	0.82803
20	5	2011	SPK00	0.82826
21	5	2011	SPK00	0.82803
22	5	2011	SPK00	0.82803
23	5	2011	SPK00	0.82816
24	5	2011	SPK00	0.82766
25	5	2011	SPK00	0.82774
26	5	2011	SPK00	0.82767
27	5	2011	SPK00	0.82787
28	5	2011	SPK00	0.82767
29	5	2011	SPK00	0.82767
30	5	2011	SPK00	0.82797
31	5	2011	SPK00	0.82803
01	6	2011	SPK00	0.82796
02	6	2011	SPK00	0.82803
03	6	2011	SPK00	0.82805
04	6	2011	SPK00	0.82803
05	6	2011	SPK00	0.82803
06	6	2011	SPK00	0.82765
07	6	2011	SPK00	0.82757
08	6	2011	SPK00	0.82745
09	6	2011	SPK00	0.82744
10	6	2011	SPK00	0.8279
11	6	2011	SPK00	0.82744
12	6	2011	SPK00	0.82744
13	6	2011	SPK00	0.82785
14	6	2011	SPK00	0.82745
15	6	2011	SPK00	0.82749
16	6	2011	SPK00	0.8268
17	6	2011	SPK00	0.82648
18	6	2011	SPK00	0.8268
19	6	2011	SPK00	0.8268
20	6	2011	SPK00	0.82657
21	6	2011	SPK00	0.82642
22	6	2011	SPK00	0.82669
23	6	2011	SPK00	0.82642
24	6	2011	SPK00	0.82642
25	6	2011	SPK00	0.82642
26	6	2011	SPK00	0.82642
27	6	2011	SPK00	0.82653
28	6	2011	SPK00	0.8258
29	6	2011	SPK00	0.82554
30	6	2011	SPK00	0.82625
01	7	2011	SPK00	0.82683
02	7	2011	SPK00	0.82625
03	7	2011	SPK00	0.82625
04	7	2011	SPK00	0.82724
05	7	2011	SPK00	0.82727
06	7	2011	SPK00	0.82767
07	7	2011	SPK00	0.82728
08	7	2011	SPK00	0.82767
09	7	2011	SPK00	0.82728
10	7	2011	SPK00	0.82728
11	7	2011	SPK00	0.828
12	7	2011	SPK00	0.82691
13	7	2011	SPK00	0.82659
14	7	2011	SPK00	0.82657
15	7	2011	SPK00	0.82664
16	7	2011	SPK00	0.82657
17	7	2011	SPK00	0.82657
18	7	2011	SPK00	0.82676
19	7	2011	SPK00	0.82627
20	7	2011	SPK00	0.82622
21	7	2011	SPK00	0.82589
22	7	2011	SPK00	0.82668
23	7	2011	SPK00	0.82589
24	7	2011	SPK00	0.82589
25	7	2011	SPK00	0.82721
26	7	2011	SPK00	0.82758
27	7	2011	SPK00	0.82826
28	7	2011	SPK00	0.82853
29	7	2011	SPK00	0.82892
30	7	2011	SPK00	0.82853
31	7	2011	SPK00	0.82853
01	8	2011	SPK00	0.82941
02	8	2011	SPK00	0.82984
03	8	2011	SPK00	0.82886
04	8	2011	SPK00	0.82836
05	8	2011	SPK00	0.82716
06	8	2011	SPK00	0.82836
07	8	2011	SPK00	0.82836
08	8	2011	SPK00	0.82644
09	8	2011	SPK00	0.8244
10	8	2011	SPK00	0.82427
11	8	2011	SPK00	0.82277
12	8	2011	SPK00	0.82136
13	8	2011	SPK00	0.82277
14	8	2011	SPK00	0.82277
15	8	2011	SPK00	0.8219
16	8	2011	SPK00	0.82237
17	8	2011	SPK00	0.82275
18	8	2011	SPK00	0.8238
19	8	2011	SPK00	0.82325
20	8	2011	SPK00	0.8238
21	8	2011	SPK00	0.8238
22	8	2011	SPK00	0.82256
23	8	2011	SPK00	0.8224
24	8	2011	SPK00	0.82141
25	8	2011	SPK00	0.82073
26	8	2011	SPK00	0.82149
27	8	2011	SPK00	0.82073
28	8	2011	SPK00	0.82073
29	8	2011	SPK00	0.82119
30	8	2011	SPK00	0.8216
31	8	2011	SPK00	0.82225
01	9	2011	SPK00	0.82257
02	9	2011	SPK00	0.8231
03	9	2011	SPK00	0.82257
04	9	2011	SPK00	0.82257
05	9	2011	SPK00	0.82325
06	9	2011	SPK00	0.8226
07	9	2011	SPK00	0.82216
08	9	2011	SPK00	0.82218
09	9	2011	SPK00	0.82191
10	9	2011	SPK00	0.82218
11	9	2011	SPK00	0.82218
12	9	2011	SPK00	0.82073
13	9	2011	SPK00	0.81867
14	9	2011	SPK00	0.81762
15	9	2011	SPK00	0.81687
16	9	2011	SPK00	0.8186
17	9	2011	SPK00	0.81687
18	9	2011	SPK00	0.81687
19	9	2011	SPK00	0.819
20	9	2011	SPK00	0.81886
21	9	2011	SPK00	0.81822
22	9	2011	SPK00	0.81734
23	9	2011	SPK00	0.81664
24	9	2011	SPK00	0.81734
25	9	2011	SPK00	0.81734
26	9	2011	SPK00	0.81584
27	9	2011	SPK00	0.81485
28	9	2011	SPK00	0.81449
29	9	2011	SPK00	0.8145
30	9	2011	SPK00	0.81538
01	10	2011	SPK00	0.8145
02	10	2011	SPK00	0.8145
03	10	2011	SPK00	0.81557
04	10	2011	SPK00	0.81592
05	10	2011	SPK00	0.81486
06	10	2011	SPK00	0.81421
07	10	2011	SPK00	0.81342
08	10	2011	SPK00	0.81421
09	10	2011	SPK00	0.81421
10	10	2011	SPK00	0.81344
11	10	2011	SPK00	0.81333
12	10	2011	SPK00	0.81273
13	10	2011	SPK00	0.81307
14	10	2011	SPK00	0.81298
15	10	2011	SPK00	0.81307
16	10	2011	SPK00	0.81307
17	10	2011	SPK00	0.81393
18	10	2011	SPK00	0.81447
19	10	2011	SPK00	0.81363
20	10	2011	SPK00	0.81389
21	10	2011	SPK00	0.81418
22	10	2011	SPK00	0.81389
23	10	2011	SPK00	0.81389
24	10	2011	SPK00	0.81434
25	10	2011	SPK00	0.81417
26	10	2011	SPK00	0.81535
27	10	2011	SPK00	0.81477
28	10	2011	SPK00	0.81469
29	10	2011	SPK00	0.81477
30	10	2011	SPK00	0.81477
31	10	2011	SPK00	0.81596
01	11	2011	SPK00	0.81826
02	11	2011	SPK00	0.81753
03	11	2011	SPK00	0.81779
04	11	2011	SPK00	0.81835
05	11	2011	SPK00	0.81779
06	11	2011	SPK00	0.81779
07	11	2011	SPK00	0.81838
08	11	2011	SPK00	0.81827
09	11	2011	SPK00	0.81868
10	11	2011	SPK00	0.81779
11	11	2011	SPK00	0.81697
12	11	2011	SPK00	0.81779
13	11	2011	SPK00	0.81779
14	11	2011	SPK00	0.81761
15	11	2011	SPK00	0.81666
16	11	2011	SPK00	0.8159
17	11	2011	SPK00	0.8146
18	11	2011	SPK00	0.81376
19	11	2011	SPK00	0.8146
20	11	2011	SPK00	0.8146
21	11	2011	SPK00	0.8143
22	11	2011	SPK00	0.81341
23	11	2011	SPK00	0.81221
24	11	2011	SPK00	0.81025
25	11	2011	SPK00	0.80926
26	11	2011	SPK00	0.81025
27	11	2011	SPK00	0.81025
28	11	2011	SPK00	0.80872
29	11	2011	SPK00	0.80886
30	11	2011	SPK00	0.80954
01	12	2011	SPK00	0.81128
02	12	2011	SPK00	0.81217
03	12	2011	SPK00	0.81128
04	12	2011	SPK00	0.81128
05	12	2011	SPK00	0.81239
06	12	2011	SPK00	0.81238
07	12	2011	SPK00	0.81348
08	12	2011	SPK00	0.81354
09	12	2011	SPK00	0.8137
10	12	2011	SPK00	0.81354
11	12	2011	SPK00	0.81354
12	12	2011	SPK00	0.81396
13	12	2011	SPK00	0.81398
14	12	2011	SPK00	0.81452
15	12	2011	SPK00	0.8149
16	12	2011	SPK00	0.81544
17	12	2011	SPK00	0.8149
18	12	2011	SPK00	0.8149
19	12	2011	SPK00	0.81559
20	12	2011	SPK00	0.81529
21	12	2011	SPK00	0.81561
22	12	2011	SPK00	0.8155
23	12	2011	SPK00	0.81572
24	12	2011	SPK00	0.8155
25	12	2011	SPK00	0.8155
27	12	2011	SPK00	0.81609
28	12	2011	SPK00	0.81563
29	12	2011	SPK00	0.81619
30	12	2011	SPK00	0.81662
31	12	2011	SPK00	0.81619
01	1	2012	SPK00	0.81619
02	1	2012	SPK00	0.81601
03	1	2012	SPK00	0.81641
04	1	2012	SPK00	0.81699
05	1	2012	SPK00	0.81714
06	1	2012	SPK00	0.81729
07	1	2012	SPK00	0.81714
08	1	2012	SPK00	0.81714
09	1	2012	SPK00	0.81727
10	1	2012	SPK00	0.81738
11	1	2012	SPK00	0.81833
12	1	2012	SPK00	0.81892
13	1	2012	SPK00	0.81971
14	1	2012	SPK00	0.81892
15	1	2012	SPK00	0.81892
16	1	2012	SPK00	0.82008
17	1	2012	SPK00	0.81999
18	1	2012	SPK00	0.8201
19	1	2012	SPK00	0.8201
20	1	2012	SPK00	0.81965
21	1	2012	SPK00	0.8201
22	1	2012	SPK00	0.8201
23	1	2012	SPK00	0.81972
24	1	2012	SPK00	0.81994
25	1	2012	SPK00	0.82031
26	1	2012	SPK00	0.82155
27	1	2012	SPK00	0.82265
28	1	2012	SPK00	0.82155
29	1	2012	SPK00	0.82155
30	1	2012	SPK00	0.82338
31	1	2012	SPK00	0.82407
01	2	2012	SPK00	0.82416
02	2	2012	SPK00	0.82415
03	2	2012	SPK00	0.82444
04	2	2012	SPK00	0.82415
05	2	2012	SPK00	0.82415
06	2	2012	SPK00	0.82533
07	2	2012	SPK00	0.82471
08	2	2012	SPK00	0.82444
09	2	2012	SPK00	0.82342
10	2	2012	SPK00	0.82462
11	2	2012	SPK00	0.82342
12	2	2012	SPK00	0.82342
13	2	2012	SPK00	0.82466
14	2	2012	SPK00	0.82549
15	2	2012	SPK00	0.82624
16	2	2012	SPK00	0.82594
17	2	2012	SPK00	0.82502
18	2	2012	SPK00	0.82594
19	2	2012	SPK00	0.82594
20	2	2012	SPK00	0.82467
21	2	2012	SPK00	0.82495
22	2	2012	SPK00	0.82494
23	2	2012	SPK00	0.8254
24	2	2012	SPK00	0.82494
25	2	2012	SPK00	0.82494
26	2	2012	SPK00	0.82494
27	2	2012	SPK00	0.82665
28	2	2012	SPK00	0.82721
29	2	2012	SPK00	0.82823
01	3	2012	SPK00	0.82788
02	3	2012	SPK00	0.83025
03	3	2012	SPK00	0.82788
04	3	2012	SPK00	0.82788
05	3	2012	SPK00	0.83012
06	3	2012	SPK00	0.83106
07	3	2012	SPK00	0.8304
08	3	2012	SPK00	0.83014
09	3	2012	SPK00	0.83115
10	3	2012	SPK00	0.83014
11	3	2012	SPK00	0.83014
12	3	2012	SPK00	0.83183
13	3	2012	SPK00	0.83218
14	3	2012	SPK00	0.83064
15	3	2012	SPK00	0.82938
16	3	2012	SPK00	0.82784
17	3	2012	SPK00	0.82938
18	3	2012	SPK00	0.82938
19	3	2012	SPK00	0.8278
20	3	2012	SPK00	0.8278
21	3	2012	SPK00	0.82851
22	3	2012	SPK00	0.82976
23	3	2012	SPK00	0.83019
24	3	2012	SPK00	0.82976
25	3	2012	SPK00	0.82976
26	3	2012	SPK00	0.82921
27	3	2012	SPK00	0.82985
28	3	2012	SPK00	0.8309
29	3	2012	SPK00	0.83156
30	3	2012	SPK00	0.83112
31	3	2012	SPK00	0.83156
01	4	2012	SPK00	0.83156
02	4	2012	SPK00	0.83213
03	4	2012	SPK00	0.83206
04	4	2012	SPK00	0.83297
05	4	2012	SPK00	0.83383
06	4	2012	SPK00	0.83297
07	4	2012	SPK00	0.83297
08	4	2012	SPK00	0.83297
09	4	2012	SPK00	0.83374
10	4	2012	SPK00	0.83414
11	4	2012	SPK00	0.83318
12	4	2012	SPK00	0.83346
13	4	2012	SPK00	0.83463
14	4	2012	SPK00	0.83346
15	4	2012	SPK00	0.83346
16	4	2012	SPK00	0.83452
17	4	2012	SPK00	0.83373
18	4	2012	SPK00	0.83491
19	4	2012	SPK00	0.83481
20	4	2012	SPK00	0.83384
21	4	2012	SPK00	0.83481
22	4	2012	SPK00	0.83481
23	4	2012	SPK00	0.83432
24	4	2012	SPK00	0.83384
25	4	2012	SPK00	0.83375
26	4	2012	SPK00	0.83465
27	4	2012	SPK00	0.83512
28	4	2012	SPK00	0.83465
29	4	2012	SPK00	0.83465
30	4	2012	SPK00	0.83601
01	5	2012	SPK00	0.83512
02	5	2012	SPK00	0.83779
03	5	2012	SPK00	0.8379
04	5	2012	SPK00	0.83926
05	5	2012	SPK00	0.8379
06	5	2012	SPK00	0.8379
07	5	2012	SPK00	0.83986
08	5	2012	SPK00	0.84058
09	5	2012	SPK00	0.84034
10	5	2012	SPK00	0.8401
11	5	2012	SPK00	0.84084
12	5	2012	SPK00	0.8401
13	5	2012	SPK00	0.8401
14	5	2012	SPK00	0.84156
15	5	2012	SPK00	0.8408
16	5	2012	SPK00	0.83993
17	5	2012	SPK00	0.84026
18	5	2012	SPK00	0.83949
19	5	2012	SPK00	0.84026
20	5	2012	SPK00	0.84026
21	5	2012	SPK00	0.8385
22	5	2012	SPK00	0.83881
23	5	2012	SPK00	0.83984
24	5	2012	SPK00	0.84077
25	5	2012	SPK00	0.84182
26	5	2012	SPK00	0.84077
27	5	2012	SPK00	0.84077
28	5	2012	SPK00	0.84198
29	5	2012	SPK00	0.8425
30	5	2012	SPK00	0.84439
31	5	2012	SPK00	0.84501
01	6	2012	SPK00	0.84571
02	6	2012	SPK00	0.84501
03	6	2012	SPK00	0.84501
04	6	2012	SPK00	0.84424
05	6	2012	SPK00	0.84474
06	6	2012	SPK00	0.84376
07	6	2012	SPK00	0.84268
08	6	2012	SPK00	0.84448
09	6	2012	SPK00	0.84268
10	6	2012	SPK00	0.84268
11	6	2012	SPK00	0.84431
12	6	2012	SPK00	0.8435
13	6	2012	SPK00	0.84106
14	6	2012	SPK00	0.84105
15	6	2012	SPK00	0.84271
16	6	2012	SPK00	0.84105
17	6	2012	SPK00	0.84105
18	6	2012	SPK00	0.84389
19	6	2012	SPK00	0.84264
20	6	2012	SPK00	0.83819
21	6	2012	SPK00	0.84341
22	6	2012	SPK00	0.84434
23	6	2012	SPK00	0.84341
24	6	2012	SPK00	0.84341
25	6	2012	SPK00	0.84581
26	6	2012	SPK00	0.84551
27	6	2012	SPK00	0.8456
28	6	2012	SPK00	0.84596
29	6	2012	SPK00	0.84398
30	6	2012	SPK00	0.84596
01	7	2012	SPK00	0.84596
02	7	2012	SPK00	0.84721
03	7	2012	SPK00	0.84895
04	7	2012	SPK00	0.85096
05	7	2012	SPK00	0.85381
06	7	2012	SPK00	0.8563
07	7	2012	SPK00	0.85381
08	7	2012	SPK00	0.85381
09	7	2012	SPK00	0.85644
10	7	2012	SPK00	0.85758
11	7	2012	SPK00	0.85834
12	7	2012	SPK00	0.85955
13	7	2012	SPK00	0.86002
14	7	2012	SPK00	0.85955
15	7	2012	SPK00	0.85955
16	7	2012	SPK00	0.86042
17	7	2012	SPK00	0.86107
18	7	2012	SPK00	0.86212
19	7	2012	SPK00	0.86253
20	7	2012	SPK00	0.86455
21	7	2012	SPK00	0.86253
22	7	2012	SPK00	0.86253
23	7	2012	SPK00	0.86364
24	7	2012	SPK00	0.86214
25	7	2012	SPK00	0.861
26	7	2012	SPK00	0.86032
27	7	2012	SPK00	0.86013
28	7	2012	SPK00	0.86032
29	7	2012	SPK00	0.86032
30	7	2012	SPK00	0.86247
31	7	2012	SPK00	0.86345
01	8	2012	SPK00	0.86348
02	8	2012	SPK00	0.86615
03	8	2012	SPK00	0.86416
04	8	2012	SPK00	0.86615
05	8	2012	SPK00	0.86615
06	8	2012	SPK00	0.86484
07	8	2012	SPK00	0.86472
08	8	2012	SPK00	0.86585
09	8	2012	SPK00	0.86691
10	8	2012	SPK00	0.86758
11	8	2012	SPK00	0.86691
12	8	2012	SPK00	0.86691
13	8	2012	SPK00	0.86655
14	8	2012	SPK00	0.86643
15	8	2012	SPK00	0.86609
16	8	2012	SPK00	0.86525
17	8	2012	SPK00	0.86601
18	8	2012	SPK00	0.86525
19	8	2012	SPK00	0.86525
20	8	2012	SPK00	0.86525
21	8	2012	SPK00	0.86496
22	8	2012	SPK00	0.86575
23	8	2012	SPK00	0.86537
24	8	2012	SPK00	0.86582
25	8	2012	SPK00	0.86537
26	8	2012	SPK00	0.86537
27	8	2012	SPK00	0.86565
28	8	2012	SPK00	0.86565
29	8	2012	SPK00	0.86561
30	8	2012	SPK00	0.86628
31	8	2012	SPK00	0.86608
01	9	2012	SPK00	0.86628
02	9	2012	SPK00	0.86628
03	9	2012	SPK00	0.86663
04	9	2012	SPK00	0.86726
05	9	2012	SPK00	0.86652
06	9	2012	SPK00	0.86598
07	9	2012	SPK00	0.86554
08	9	2012	SPK00	0.86598
09	9	2012	SPK00	0.86598
10	9	2012	SPK00	0.86577
11	9	2012	SPK00	0.86554
12	9	2012	SPK00	0.86414
13	9	2012	SPK00	0.86478
14	9	2012	SPK00	0.86245
15	9	2012	SPK00	0.86478
16	9	2012	SPK00	0.86478
17	9	2012	SPK00	0.86288
18	9	2012	SPK00	0.86394
19	9	2012	SPK00	0.86464
20	9	2012	SPK00	0.86587
21	9	2012	SPK00	0.86549
22	9	2012	SPK00	0.86587
23	9	2012	SPK00	0.86587
24	9	2012	SPK00	0.86651
25	9	2012	SPK00	0.86639
26	9	2012	SPK00	0.86741
27	9	2012	SPK00	0.86776
28	9	2012	SPK00	0.86822
29	9	2012	SPK00	0.86776
30	9	2012	SPK00	0.86776
01	10	2012	SPK00	0.86761
02	10	2012	SPK00	0.86752
03	10	2012	SPK00	0.86878
04	10	2012	SPK00	0.86814
05	10	2012	SPK00	0.86741
